set_number,combine objective,solar objective,wind objective,ratio
1,186.812,48.306,92.222,1.33
2,181.984,48.744,90.305,1.31
3,163.5,51.127,87.55,1.18
4,181.59,48.488,88.77,1.32
5,165.753,45.393,85.125,1.27
6,173.092,48.73,87.822,1.27
7,175.542,51.599,87.625,1.26
8,188.688,48.49,94.385,1.32
9,188.434,51.519,89.611,1.34
10,186.026,49.129,91.308,1.32
