set_number,combine objective,solar objective,wind objective,ratio
1,1283.389,237.904,845.533,1.18
2,1328.164,237.486,856.005,1.21
3,1041.682,219.212,598.042,1.27
4,1258.953,224.215,858.869,1.16
5,1069.852,229.301,622.355,1.26
6,1040.355,230.756,537.124,1.35
7,1180.538,223.458,669.257,1.32
8,1073.17,240.789,679.346,1.17
9,1176.641,237.179,678.592,1.28
10,908.362,239.479,391.942,1.44
