set_number,combine objective,solar objective,wind objective,ratio
1,244.81,76.551,113.715,1.29
2,251.027,75.162,125.733,1.25
3,238.889,74.875,128.727,1.17
4,232.915,71.512,115.709,1.24
5,279.197,74.847,154.643,1.22
6,244.158,78.412,123.197,1.21
7,274.894,75.113,155.959,1.19
8,258.841,76.421,132.908,1.24
9,268.141,80.663,136.689,1.23
10,244.944,73.129,138.909,1.16
