set_number,combine objective,solar objective,wind objective,ratio
1,1.862,0.082,1.676,1.06
2,1.884,0.081,1.698,1.06
3,1.97,0.083,1.758,1.07
4,1.703,0.084,1.465,1.1
5,1.643,0.082,1.438,1.08
6,1.714,0.082,1.537,1.06
7,2.599,0.087,2.43,1.03
8,1.593,0.084,1.349,1.11
9,2.088,0.083,1.961,1.02
10,1.464,0.081,1.31,1.05
