set_number,combine objective,solar objective,wind objective,ratio
1,45.019,0.389,44.273,1.01
2,47.813,0.373,47.205,1.0
3,45.73,0.365,44.905,1.01
4,44.026,0.37,43.347,1.01
5,47.95,0.361,47.293,1.01
6,41.053,0.362,40.212,1.01
7,47.048,0.38,46.375,1.01
8,48.54,0.372,47.754,1.01
9,39.824,0.376,39.147,1.01
10,41.796,0.372,41.198,1.01
