set_number,combine objective,solar objective,wind objective,ratio
1,2.301,0.075,2.161,1.03
2,1.926,0.078,1.789,1.03
3,2.788,0.077,2.638,1.03
4,2.595,0.077,2.419,1.04
5,1.606,0.081,1.436,1.06
6,2.69,0.079,2.575,1.01
7,2.062,0.081,1.88,1.05
8,2.511,0.077,2.329,1.04
9,1.756,0.077,1.593,1.05
10,2.037,0.079,1.91,1.02
