set_number,combine objective,solar objective,wind objective,ratio
1,313.951,211.462,42.791,1.23
2,288.885,208.074,32.166,1.2
3,307.444,213.243,35.199,1.24
4,327.326,213.752,66.668,1.17
5,316.327,203.934,58.842,1.2
6,298.513,206.311,33.767,1.24
7,312.985,210.922,63.363,1.14
8,298.441,212.008,44.061,1.17
9,312.777,212.211,55.827,1.17
10,317.88,211.012,44.675,1.24
