set_number,combine objective,solar objective,wind objective,ratio
1,275.099,161.505,38.766,1.37
2,260.242,158.229,39.2,1.32
3,295.136,161.907,41.698,1.45
4,279.424,164.977,42.347,1.35
5,287.988,153.743,40.1,1.49
6,281.442,162.693,43.465,1.37
7,299.061,157.494,46.158,1.47
8,293.042,161.6,47.481,1.4
9,269.996,156.389,42.29,1.36
10,290.015,151.339,57.382,1.39
