set_number,combine objective,solar objective,wind objective,ratio
1,18.087,0.277,17.182,1.04
2,19.245,0.268,18.438,1.03
3,18.19,0.27,17.575,1.02
4,17.676,0.242,17.129,1.02
5,18.287,0.281,17.63,1.02
6,18.564,0.277,17.797,1.03
7,18.796,0.29,18.113,1.02
8,17.704,0.264,17.023,1.02
9,18.38,0.279,17.592,1.03
10,18.657,0.277,18.002,1.02
