set_number,combine objective,solar objective,wind objective,ratio
1,15.246,2.504,10.986,1.13
2,16.182,2.474,11.914,1.12
3,18.099,2.522,14.009,1.09
4,13.896,2.44,8.79,1.24
5,16.156,2.601,11.233,1.17
6,18.602,2.53,14.963,1.06
7,13.838,2.553,8.78,1.22
8,13.405,2.482,8.321,1.24
9,17.164,2.496,11.483,1.23
10,15.408,2.497,10.407,1.19
