set_number,combine objective,solar objective,wind objective,ratio
1,13.233,12.998,0.055,1.01
2,13.042,12.745,0.057,1.02
3,12.799,12.367,0.055,1.03
4,12.675,12.272,0.053,1.03
5,13.805,13.618,0.067,1.01
6,13.611,13.326,0.054,1.02
7,13.05,12.866,0.057,1.01
8,12.208,11.922,0.056,1.02
9,13.051,12.627,0.079,1.03
10,13.502,13.174,0.054,1.02
