set_number,combine objective,solar objective,wind objective,ratio
1,91.02,20.494,52.026,1.26
2,94.579,21.327,41.853,1.5
3,86.709,20.224,41.809,1.4
4,86.596,20.496,41.119,1.41
5,84.07,21.87,41.891,1.32
6,91.83,22.672,43.518,1.39
7,87.705,21.503,41.52,1.39
8,86.106,20.457,42.478,1.37
9,85.417,22.802,42.787,1.3
10,85.149,21.685,41.953,1.34
