set_number,combine objective,solar objective,wind objective,ratio
1,1684.774,1236.081,187.966,1.18
2,1800.74,1248.841,309.443,1.16
3,1707.708,1252.488,171.309,1.2
4,1663.825,1233.306,213.173,1.15
5,1796.303,1251.147,258.792,1.19
6,1687.462,1217.375,212.799,1.18
7,1700.654,1252.519,224.073,1.15
8,1733.335,1226.105,213.339,1.2
9,1797.629,1260.094,212.68,1.22
10,1829.329,1265.626,267.061,1.19
