set_number,combine objective,solar objective,wind objective,ratio
1,26.998,26.654,0.051,1.01
2,29.034,28.867,0.047,1.0
3,26.432,26.128,0.049,1.01
4,27.352,27.03,0.053,1.01
5,30.279,30.08,0.05,1.0
6,26.691,26.36,0.05,1.01
7,28.132,27.885,0.048,1.01
8,26.965,26.556,0.052,1.01
9,27.785,27.611,0.047,1.0
10,26.043,25.813,0.048,1.01
