set_number,combine objective,solar objective,wind objective,ratio
1,13.636,13.363,0.059,1.02
2,13.691,13.4,0.057,1.02
3,13.881,13.585,0.056,1.02
4,14.518,14.269,0.057,1.01
5,13.117,12.767,0.06,1.02
6,14.151,13.86,0.075,1.02
7,14.268,14.13,0.055,1.01
8,12.887,12.698,0.053,1.01
9,13.206,12.976,0.055,1.01
10,14.413,14.038,0.073,1.02
