set_number,combine objective,solar objective,wind objective,ratio
1,741.535,412.328,187.393,1.24
2,816.289,406.391,195.294,1.36
3,772.193,418.952,194.731,1.26
4,852.848,395.951,193.161,1.45
5,845.302,400.924,236.25,1.33
6,811.795,421.088,199.637,1.31
7,843.819,422.575,205.418,1.34
8,801.845,418.306,199.216,1.3
9,808.018,414.691,209.111,1.3
10,795.808,410.087,183.021,1.34
