set_number,combine objective,solar objective,wind objective,ratio
1,11.052,2.116,6.657,1.26
2,12.201,1.935,7.193,1.34
3,12.193,2.226,7.137,1.3
4,11.761,2.137,7.152,1.27
5,11.824,2.218,7.123,1.27
6,12.521,2.225,7.206,1.33
7,11.5,2.131,7.094,1.25
8,11.439,2.146,7.139,1.23
9,12.39,2.003,7.697,1.28
10,11.857,2.088,7.183,1.28
