set_number,combine objective,solar objective,wind objective,ratio
1,92.988,21.202,42.958,1.45
2,87.701,22.469,40.763,1.39
3,91.275,22.469,43.083,1.39
4,91.397,21.024,55.667,1.19
5,92.437,20.658,50.415,1.3
6,89.01,22.11,44.022,1.35
7,83.609,21.516,39.675,1.37
8,87.525,21.9,45.386,1.3
9,86.689,22.931,41.708,1.34
10,89.987,22.585,47.178,1.29
