set_number,combine objective,solar objective,wind objective,ratio
1,1542.935,810.564,488.143,1.19
2,1558.266,815.474,603.742,1.1
3,1591.577,806.761,608.982,1.12
4,1773.601,822.292,777.066,1.11
5,1682.888,813.012,661.832,1.14
6,1539.818,806.637,491.51,1.19
7,1645.921,806.052,766.107,1.05
8,1629.404,819.783,521.172,1.22
9,1592.991,803.389,533.301,1.19
10,1596.752,819.549,512.299,1.2
