set_number,combine objective,solar objective,wind objective,ratio
1,8.005,1.433,3.788,1.53
2,7.46,1.437,3.736,1.44
3,8.13,1.501,4.866,1.28
4,8.346,1.49,4.0,1.52
5,8.013,1.369,4.384,1.39
6,9.332,1.512,6.526,1.16
7,7.79,1.528,4.572,1.28
8,8.726,1.443,5.151,1.32
9,8.698,1.565,5.209,1.28
10,8.197,1.577,4.269,1.4
