set_number,combine objective,solar objective,wind objective,ratio
1,8.115,5.369,0.713,1.33
2,7.699,4.995,0.659,1.36
3,8.226,5.012,1.102,1.35
4,8.428,5.368,0.86,1.35
5,8.248,5.176,0.613,1.42
6,7.897,5.268,0.621,1.34
7,7.987,5.053,0.666,1.4
8,8.168,5.226,0.969,1.32
9,8.565,5.182,0.735,1.45
10,7.728,5.023,0.58,1.38
