set_number,combine objective,solar objective,wind objective,ratio
1,11.427,2.211,6.307,1.34
2,12.134,2.033,7.369,1.29
3,11.039,2.104,6.268,1.32
4,9.682,2.158,4.807,1.39
5,9.759,2.098,4.99,1.38
6,9.632,1.982,5.448,1.3
7,9.49,2.023,5.588,1.25
8,11.477,1.986,6.432,1.36
9,9.949,2.101,5.21,1.36
10,10.302,2.06,6.376,1.22
