set_number,combine objective,solar objective,wind objective,ratio
1,1276.202,1026.417,76.947,1.16
2,1335.961,1085.867,73.814,1.15
3,1334.892,1121.228,79.616,1.11
4,1359.072,1111.9,76.861,1.14
5,1356.018,1114.827,77.954,1.14
6,1387.647,1094.411,80.066,1.18
7,1338.639,1068.356,84.163,1.16
8,1359.662,1077.979,77.017,1.18
9,1363.864,1078.696,87.943,1.17
10,1428.705,1071.992,98.508,1.22
