set_number,combine objective,solar objective,wind objective,ratio
1,207.014,68.03,79.402,1.4
2,185.994,68.244,57.071,1.48
3,182.356,65.706,66.375,1.38
4,219.128,66.378,86.819,1.43
5,191.232,70.677,50.924,1.57
6,211.914,67.622,77.238,1.46
7,197.254,64.479,56.111,1.64
8,185.046,63.571,47.006,1.67
9,186.459,72.446,41.602,1.63
10,213.396,72.273,80.834,1.39
