set_number,combine objective,solar objective,wind objective,ratio
1,7.299,1.323,3.689,1.46
2,6.924,1.363,3.461,1.44
3,6.938,1.386,3.458,1.43
4,6.422,1.406,3.263,1.38
5,7.941,1.398,4.893,1.26
6,7.25,1.477,4.031,1.32
7,7.374,1.456,3.745,1.42
8,6.974,1.402,3.451,1.44
9,7.648,1.507,3.936,1.41
10,7.136,1.534,3.496,1.42
