set_number,combine objective,solar objective,wind objective,ratio
1,60.829,16.732,22.874,1.54
2,61.151,17.215,22.204,1.55
3,63.731,16.99,23.067,1.59
4,61.088,16.113,22.233,1.59
5,60.175,15.077,22.55,1.6
6,58.439,16.325,23.387,1.47
7,59.337,16.775,21.762,1.54
8,56.372,16.091,21.053,1.52
9,61.71,17.483,21.751,1.57
10,62.765,17.109,22.167,1.6
