set_number,combine objective,solar objective,wind objective,ratio
1,283.002,193.635,28.374,1.27
2,258.695,188.453,19.216,1.25
3,277.089,196.882,21.6,1.27
4,290.084,194.01,45.305,1.21
5,283.779,186.491,44.486,1.23
6,266.425,189.514,20.226,1.27
7,281.218,194.643,43.57,1.18
8,267.148,193.946,31.198,1.19
9,277.342,194.86,40.747,1.18
10,284.558,193.384,30.868,1.27
