set_number,combine objective,solar objective,wind objective,ratio
1,63.954,3.04,54.471,1.11
2,71.17,3.005,60.395,1.12
3,67.97,2.434,57.201,1.14
4,61.564,2.767,53.051,1.1
5,68.942,2.599,58.956,1.12
6,68.258,3.082,58.321,1.11
7,66.079,2.824,57.244,1.1
8,78.701,3.132,65.373,1.15
9,69.821,2.765,58.105,1.15
10,71.764,2.773,62.198,1.1
