set_number,combine objective,solar objective,wind objective,ratio
1,140.511,32.941,75.884,1.29
2,133.512,34.451,66.382,1.32
3,132.071,34.159,65.868,1.32
4,114.06,34.861,48.384,1.37
5,123.226,34.841,60.843,1.29
6,134.372,34.634,65.066,1.35
7,115.516,34.369,63.207,1.18
8,113.97,34.888,58.639,1.22
9,135.772,34.203,73.753,1.26
10,134.079,35.477,65.478,1.33
