set_number,combine objective,solar objective,wind objective,ratio
1,7.891,1.807,2.821,1.71
2,8.629,1.556,3.015,1.89
3,7.816,1.567,3.025,1.7
4,7.308,1.711,2.84,1.61
5,6.988,1.625,2.826,1.57
6,6.865,1.532,2.764,1.6
7,6.82,1.468,2.74,1.62
8,8.22,1.497,3.027,1.82
9,7.076,1.685,2.839,1.56
10,7.139,1.727,2.874,1.55
