set_number,combine objective,solar objective,wind objective,ratio
1,241.282,46.488,157.426,1.18
2,184.051,45.532,112.008,1.17
3,192.388,49.071,114.298,1.18
4,188.387,46.021,116.723,1.16
5,179.329,42.671,102.622,1.23
6,188.332,46.076,115.53,1.17
7,197.18,50.023,119.388,1.16
8,214.631,45.942,130.608,1.22
9,193.827,48.835,120.234,1.15
10,206.296,45.761,126.805,1.2
