set_number,combine objective,solar objective,wind objective,ratio
1,25.635,25.396,0.066,1.01
2,27.521,27.302,0.037,1.01
3,25.444,25.185,0.045,1.01
4,25.552,25.252,0.069,1.01
5,27.915,27.625,0.04,1.01
6,25.885,25.645,0.064,1.01
7,25.512,25.227,0.035,1.01
8,26.864,26.552,0.045,1.01
9,25.507,25.321,0.046,1.01
10,25.764,25.46,0.035,1.01
