set_number,combine objective,solar objective,wind objective,ratio
1,1448.232,779.194,501.737,1.13
2,1479.141,786.728,544.708,1.11
3,1549.031,772.488,598.969,1.13
4,1585.304,788.43,641.479,1.11
5,1501.36,778.501,556.458,1.12
6,1474.308,780.882,531.619,1.12
7,1579.94,778.276,611.227,1.14
8,1546.612,783.818,564.27,1.15
9,1496.217,777.773,565.34,1.11
10,1450.199,786.254,495.676,1.13
