set_number,combine objective,solar objective,wind objective,ratio
1,38.273,34.481,0.597,1.09
2,37.969,31.233,0.609,1.19
3,36.901,33.351,0.599,1.09
4,35.876,32.467,0.6,1.08
5,38.709,33.779,0.566,1.13
6,37.876,32.31,0.594,1.15
7,36.572,31.154,0.563,1.15
8,36.955,32.016,0.556,1.13
9,40.53,36.025,0.62,1.11
10,35.662,32.201,0.61,1.09
