set_number,combine objective,solar objective,wind objective,ratio
1,24.94,0.359,23.987,1.02
2,11.419,0.395,10.237,1.07
3,19.99,0.401,18.855,1.04
4,19.814,0.403,18.953,1.02
5,15.334,0.422,14.401,1.03
6,15.196,0.391,13.986,1.06
7,21.453,0.399,20.777,1.01
8,21.439,0.394,20.635,1.02
9,18.984,0.415,18.249,1.02
10,23.119,0.4,22.257,1.02
