set_number,combine objective,solar objective,wind objective,ratio
1,3.908,0.136,3.333,1.13
2,3.714,0.138,3.072,1.16
3,3.632,0.131,3.092,1.13
4,3.815,0.132,3.201,1.14
5,3.412,0.115,2.953,1.11
6,3.93,0.132,3.297,1.15
7,4.008,0.117,3.388,1.14
8,3.587,0.118,3.056,1.13
9,3.551,0.138,3.067,1.11
10,3.602,0.128,2.978,1.16
