set_number,combine objective,solar objective,wind objective,ratio
1,7.205,1.277,3.642,1.46
2,6.598,1.244,3.56,1.37
3,7.07,1.401,3.572,1.42
4,7.031,1.332,3.772,1.38
5,6.995,1.236,3.581,1.45
6,7.832,1.4,3.731,1.53
7,7.105,1.267,3.557,1.47
8,7.248,1.329,3.606,1.47
9,7.816,1.428,3.968,1.45
10,6.451,1.456,3.726,1.24
