set_number,combine objective,solar objective,wind objective,ratio
1,8.699,1.42,5.435,1.27
2,7.595,1.481,3.958,1.4
3,8.448,1.491,5.572,1.2
4,7.322,1.499,3.83,1.37
5,8.755,1.505,5.928,1.18
6,9.279,1.567,6.826,1.11
7,10.237,1.532,7.621,1.12
8,7.843,1.503,4.89,1.23
9,11.12,1.599,7.987,1.16
10,8.109,1.663,4.848,1.25
