set_number,combine objective,solar objective,wind objective,ratio
1,711.495,452.235,104.894,1.28
2,769.364,450.876,111.238,1.37
3,735.142,454.06,110.927,1.3
4,780.773,453.518,108.361,1.39
5,750.081,453.481,114.084,1.32
6,764.291,449.838,115.228,1.35
7,722.064,448.567,111.83,1.29
8,747.868,442.02,113.037,1.35
9,721.88,465.829,108.19,1.26
10,726.831,469.336,134.354,1.2
