set_number,combine objective,solar objective,wind objective,ratio
1,6.646,4.244,0.538,1.39
2,6.294,4.133,0.528,1.35
3,6.916,4.007,0.571,1.51
4,7.126,4.297,0.546,1.47
5,6.166,4.058,0.551,1.34
6,6.805,4.527,0.538,1.34
7,6.903,4.146,0.558,1.47
8,6.992,3.989,0.562,1.54
9,6.774,4.241,0.552,1.41
10,5.887,3.994,0.521,1.3
