set_number,combine objective,solar objective,wind objective,ratio
1,8.7,2.014,3.854,1.48
2,9.739,1.79,5.83,1.28
3,9.084,1.767,3.925,1.6
4,8.55,1.919,3.227,1.66
5,8.835,1.868,3.009,1.81
6,8.275,1.794,3.803,1.48
7,8.44,1.849,3.608,1.55
8,9.832,1.785,4.428,1.58
9,8.609,1.881,3.422,1.62
10,9.149,1.88,3.609,1.67
