set_number,combine objective,solar objective,wind objective,ratio
1,74.548,39.905,7.876,1.56
2,68.108,40.212,7.15,1.44
3,72.483,37.847,7.531,1.6
4,68.682,38.354,7.279,1.51
5,65.173,38.048,7.142,1.44
6,73.158,40.11,7.43,1.54
7,72.145,38.663,7.775,1.55
8,71.022,36.805,7.237,1.61
9,67.682,38.556,7.112,1.48
10,68.29,38.457,7.465,1.49
