set_number,combine objective,solar objective,wind objective,ratio
1,0.766,0.05,0.617,1.15
2,0.975,0.044,0.737,1.25
3,0.791,0.048,0.625,1.18
4,0.759,0.048,0.638,1.11
5,0.776,0.041,0.601,1.21
6,0.882,0.047,0.695,1.19
7,0.902,0.046,0.684,1.24
8,0.74,0.047,0.596,1.15
9,0.785,0.042,0.657,1.12
10,0.76,0.044,0.615,1.15
