country,n_scenarios,ratio
AT,1000,2.6045
BE,1000,3.3295
BG,1000,1.9664
CH,1000,1.1288
CZ,1000,0.0
DE,1000,2.4038
DK,1000,7.9124
EE,1000,9.1328
EL,1000,1.2513
ES,1000,1.4978
FI,1000,0.9519
FR,1000,1.8831
HR,1000,4.1514
HU,1000,3.2308
IE,1000,8.4252
IT,1000,1.3492
LT,1000,6.0367
LU,1000,0.0
LV,1000,6.205
NL,1000,5.6548
NO,1000,1.0165
PL,1000,0.0
PT,1000,1.5682
RO,1000,2.3251
SE,1000,5.3421
SI,1000,0.0
SK,1000,1.015
UK,1000,2.427
