country,hour,p,d,q,bic,notes
IE,20,0,0,0,,Zero-production rule applied
IT,4,0,0,0,,Zero-production rule applied
IT,5,0,0,0,,Zero-production rule applied
IT,6,0,0,0,,Zero-production rule applied
IT,7,0,1,2,4396.3917785052845,Passes Ljung-Box
IT,8,1,1,1,4647.777993403526,Passes Ljung-Box
IT,9,1,1,1,4747.980436215446,Passes Ljung-Box
IT,10,2,0,1,4811.070161011141,Passes Ljung-Box
IT,11,1,0,0,4826.5819884071125,Passes Ljung-Box
IT,12,1,0,0,4789.218787419118,Passes Ljung-Box
IT,13,1,1,1,4710.115795220754,Passes Ljung-Box
IT,14,1,1,1,4588.114785354588,Passes Ljung-Box
IT,15,1,1,1,4299.231756091011,Passes Ljung-Box
IT,16,0,0,0,,Zero-production rule applied
IT,17,0,0,0,,Zero-production rule applied
IT,18,0,0,0,,Zero-production rule applied
LT,3,0,0,0,,Zero-production rule applied
LT,4,0,0,0,,Zero-production rule applied
LT,5,0,0,0,,Zero-production rule applied
LT,6,0,0,0,,Zero-production rule applied
LT,7,0,1,1,1917.9233213148702,Passes Ljung-Box
LT,8,1,1,1,2019.7889427506277,Passes Ljung-Box
LT,9,2,0,1,2084.37272841428,Passes Ljung-Box
LT,10,1,0,1,2110.4754888897974,Passes Ljung-Box
LT,11,2,0,1,2093.5575769777433,Passes Ljung-Box
LT,12,1,0,1,2049.7703191182945,Passes Ljung-Box
LT,13,0,1,1,1919.862770632454,Passes Ljung-Box
LT,14,0,0,0,,Zero-production rule applied
LT,15,0,0,0,,Zero-production rule applied
LT,16,0,0,0,,Zero-production rule applied
LT,17,0,0,0,,Zero-production rule applied
LT,18,0,0,0,,Zero-production rule applied
LU,4,0,0,0,,Zero-production rule applied
LU,5,0,0,0,,Zero-production rule applied
LU,6,0,0,0,,Zero-production rule applied
LU,7,0,0,0,,Zero-production rule applied
LU,8,1,1,1,2239.523830815745,Passes Ljung-Box
LU,9,1,1,1,2358.49031768029,Passes Ljung-Box
LU,10,1,1,1,2442.523360160209,Passes Ljung-Box
LU,11,2,0,1,2486.2941288276843,Passes Ljung-Box
LU,12,2,0,1,2471.6005452893223,Passes Ljung-Box
LU,13,2,0,1,2440.3882201533197,Passes Ljung-Box
LU,14,2,0,1,2348.042526826868,Passes Ljung-Box
LU,15,1,1,1,2166.2755142613014,Passes Ljung-Box
LU,16,0,0,0,,Zero-production rule applied
LU,17,0,0,0,,Zero-production rule applied
LU,18,0,0,0,,Zero-production rule applied
LU,19,0,0,0,,Zero-production rule applied
LV,3,0,0,0,,Zero-production rule applied
LV,4,0,0,0,,Zero-production rule applied
LV,5,0,0,0,,Zero-production rule applied
LV,6,0,0,0,,Zero-production rule applied
LV,7,1,1,1,-7.844556363330174,Passes Ljung-Box
LV,8,0,1,2,91.43037964955572,Passes Ljung-Box
LV,9,0,1,2,139.38554842739634,Passes Ljung-Box
LV,10,1,0,1,171.53018574572525,Passes Ljung-Box
LV,11,1,0,1,153.7134569562632,Passes Ljung-Box
LV,12,1,0,1,107.835328912051,Passes Ljung-Box
LV,13,1,0,1,-11.766770769775736,Passes Ljung-Box
LV,14,0,0,0,,Zero-production rule applied
LV,15,0,0,0,,Zero-production rule applied
LV,16,0,0,0,,Zero-production rule applied
LV,17,0,0,0,,Zero-production rule applied
LV,18,0,0,0,,Zero-production rule applied
NL,4,0,0,0,,Zero-production rule applied
NL,5,0,0,0,,Zero-production rule applied
NL,6,0,0,0,,Zero-production rule applied
NL,7,0,0,0,,Zero-production rule applied
NL,8,1,1,1,3508.9155848277433,Passes Ljung-Box
NL,9,1,1,1,3647.8483994618964,Passes Ljung-Box
NL,10,2,0,1,3761.080502996524,Passes Ljung-Box
NL,11,2,0,1,3787.1580164390807,Passes Ljung-Box
NL,12,2,0,1,3769.9676344604522,Passes Ljung-Box
NL,13,2,0,1,3726.5225603894996,Passes Ljung-Box
NL,14,1,1,1,3618.888672051622,Passes Ljung-Box
NL,15,1,1,1,3463.352561028168,Passes Ljung-Box
NL,16,0,0,0,,Zero-production rule applied
NL,17,0,0,0,,Zero-production rule applied
NL,18,0,0,0,,Zero-production rule applied
NL,19,0,0,0,,Zero-production rule applied
NO,3,0,0,0,,Zero-production rule applied
NO,4,0,0,0,,Zero-production rule applied
NO,5,0,0,0,,Zero-production rule applied
NO,6,0,0,0,,Zero-production rule applied
NO,7,0,0,0,,Zero-production rule applied
NO,8,0,0,0,,Zero-production rule applied
NO,9,2,0,1,909.1129059360575,Passes Ljung-Box
NO,10,2,0,1,951.4458910027599,Passes Ljung-Box
NO,11,2,0,1,969.8234721981612,Passes Ljung-Box
NO,12,2,0,1,952.7102929006355,Passes Ljung-Box
NO,13,1,1,1,892.4256360088771,Passes Ljung-Box
NO,14,1,1,1,799.7882761278725,Passes Ljung-Box
NO,15,0,0,0,,Zero-production rule applied
NO,16,0,0,0,,Zero-production rule applied
NO,17,0,0,0,,Zero-production rule applied
NO,18,0,0,0,,Zero-production rule applied
NO,19,0,0,0,,Zero-production rule applied
NO,20,0,0,0,,Zero-production rule applied
PL,3,0,0,0,,Zero-production rule applied
PL,4,0,0,0,,Zero-production rule applied
PL,5,0,0,0,,Zero-production rule applied
PL,6,0,0,0,,Zero-production rule applied
PL,7,1,1,1,1848.137994277611,Passes Ljung-Box
PL,8,1,1,1,1995.0234036322074,Passes Ljung-Box
PL,9,1,1,1,2073.7131183555184,Passes Ljung-Box
PL,10,1,0,1,2129.3280573745033,Passes Ljung-Box
PL,11,1,0,1,2128.7749719978237,Passes Ljung-Box
PL,12,1,0,1,2079.1404521619133,Passes Ljung-Box
PL,13,1,0,1,1981.3695537709557,Passes Ljung-Box
PL,14,1,1,1,1781.5823873634715,Passes Ljung-Box
PL,15,0,0,0,,Zero-production rule applied
PL,16,0,0,0,,Zero-production rule applied
PL,17,0,0,0,,Zero-production rule applied
PL,18,0,0,0,,Zero-production rule applied
PT,5,0,0,0,,Zero-production rule applied
PT,6,0,0,0,,Zero-production rule applied
PT,7,0,0,0,,Zero-production rule applied
PT,8,2,1,2,2477.3691961124887,Passes Ljung-Box
PT,9,1,1,3,2780.300606492695,Passes Ljung-Box
PT,10,0,1,3,2903.7094012977523,Passes Ljung-Box
PT,11,1,0,3,2999.1420447010396,Passes Ljung-Box
PT,12,4,0,2,2994.9820495139993,Passes Ljung-Box
PT,13,3,0,3,2991.258523281168,Passes Ljung-Box
PT,14,2,1,3,2951.759451554496,Passes Ljung-Box
PT,15,2,1,3,2843.1730203753746,Passes Ljung-Box
PT,16,2,1,3,2664.584900002155,Passes Ljung-Box
PT,17,5,1,2,2299.6655707730324,Passes Ljung-Box
PT,18,0,0,0,,Zero-production rule applied
PT,19,0,0,0,,Zero-production rule applied
RO,3,0,0,0,,Zero-production rule applied
RO,4,0,0,0,,Zero-production rule applied
RO,5,0,0,0,,Zero-production rule applied
RO,6,1,1,1,3174.7382561537574,Passes Ljung-Box
RO,7,1,1,1,3346.8597044191883,Passes Ljung-Box
RO,8,1,0,1,3428.5971810690694,Passes Ljung-Box
RO,9,1,0,0,3472.2130793080437,Passes Ljung-Box
RO,10,1,0,0,3491.524617404643,Passes Ljung-Box
RO,11,1,0,0,3484.0543405762005,Passes Ljung-Box
RO,12,1,0,0,3434.5341445461113,Passes Ljung-Box
RO,13,2,0,1,3350.1834260193637,Passes Ljung-Box
RO,14,1,1,1,3174.1571168244145,Passes Ljung-Box
RO,15,0,0,0,,Zero-production rule applied
RO,16,0,0,0,,Zero-production rule applied
RO,17,0,0,0,,Zero-production rule applied
SE,3,0,0,0,,Zero-production rule applied
SE,4,0,0,0,,Zero-production rule applied
SE,5,0,0,0,,Zero-production rule applied
SE,6,0,0,0,,Zero-production rule applied
SE,7,0,0,0,,Zero-production rule applied
SE,8,0,1,2,1984.2112399002451,Passes Ljung-Box
SE,9,1,1,1,2071.4365700903877,Passes Ljung-Box
SE,10,1,1,1,2115.7884074414446,Passes Ljung-Box
SE,11,1,1,1,2119.0876592289296,Passes Ljung-Box
SE,12,1,1,1,2080.399294476767,Passes Ljung-Box
SE,13,1,1,1,2005.7927435510471,Passes Ljung-Box
SE,14,1,1,1,1869.0934534304909,Passes Ljung-Box
SE,15,0,0,0,,Zero-production rule applied
SE,16,0,0,0,,Zero-production rule applied
SE,17,0,0,0,,Zero-production rule applied
SE,18,0,0,0,,Zero-production rule applied
SE,19,0,0,0,,Zero-production rule applied
SE,20,0,0,0,,Zero-production rule applied
SI,4,0,0,0,,Zero-production rule applied
SI,5,0,0,0,,Zero-production rule applied
SI,6,0,0,0,,Zero-production rule applied
SI,7,1,0,2,2544.364370466518,Passes Ljung-Box
SI,8,3,0,0,2739.1439123920754,Passes Ljung-Box
SI,9,1,0,1,2841.3328644219196,Passes Ljung-Box
SI,10,1,0,0,2886.3898133179136,Passes Ljung-Box
SI,11,1,0,0,2878.406148820553,Passes Ljung-Box
SI,12,1,0,0,2846.0218881907854,Passes Ljung-Box
SI,13,1,0,1,2783.4872557765093,Passes Ljung-Box
SI,14,1,0,1,2639.658603234846,Passes Ljung-Box
SI,15,1,1,1,2344.4732983372796,Passes Ljung-Box
SI,16,0,0,0,,Zero-production rule applied
SI,17,0,0,0,,Zero-production rule applied
SI,18,0,0,0,,Zero-production rule applied
SK,3,0,0,0,,Zero-production rule applied
SK,4,0,0,0,,Zero-production rule applied
SK,5,0,0,0,,Zero-production rule applied
SK,6,0,0,0,,Zero-production rule applied
SK,7,1,1,1,2902.389553386435,Passes Ljung-Box
SK,8,2,0,1,3017.10732754085,Passes Ljung-Box
SK,9,2,0,1,3089.0240224320255,Passes Ljung-Box
SK,10,2,0,1,3141.2929144403415,Passes Ljung-Box
SK,11,2,0,1,3142.7861038215883,Passes Ljung-Box
SK,12,1,0,1,3098.2113337012706,Passes Ljung-Box
SK,13,3,1,3,3013.286246778779,Passes Ljung-Box
SK,14,1,1,5,2884.1510864627553,Passes Ljung-Box
SK,15,0,0,0,,Zero-production rule applied
SK,16,0,0,0,,Zero-production rule applied
SK,17,0,0,0,,Zero-production rule applied
SK,18,0,0,0,,Zero-production rule applied
UK,4,0,0,0,,Zero-production rule applied
UK,5,0,0,0,,Zero-production rule applied
UK,6,0,0,0,,Zero-production rule applied
UK,7,0,0,0,,Zero-production rule applied
UK,8,2,1,3,4244.7101382386045,Passes Ljung-Box
UK,9,2,1,3,4440.950036686545,Passes Ljung-Box
UK,10,0,1,2,4547.848693452271,Passes Ljung-Box
UK,11,0,1,2,4582.915716444373,Passes Ljung-Box
UK,12,0,1,2,4574.387434834,Passes Ljung-Box
UK,13,1,1,1,4545.478204123993,Passes Ljung-Box
UK,14,1,1,1,4488.897717085668,Passes Ljung-Box
UK,15,1,1,1,4372.205435961232,Passes Ljung-Box
UK,16,0,1,1,4146.279510131844,Passes Ljung-Box
UK,17,0,0,0,,Zero-production rule applied
UK,18,0,0,0,,Zero-production rule applied
UK,19,0,0,0,,Zero-production rule applied
UK,20,0,0,0,,Zero-production rule applied
