tol,set_number,country,wind objective,solar objective,combined objective,ratio
0.05000,6,SI,0.00085,0.90250,0.93828,1.03867
0.05000,6,SK,0.03690,4.70016,4.82317,1.01818
0.05000,6,UK,-0.00000,212.58740,461.24475,2.16967
0.05000,7,AT,-0.00000,4.18108,17.26300,4.12883
0.05000,7,BE,-0.00000,18.07298,56.09891,3.10402
0.05000,7,BG,-0.00000,6.49033,9.95858,1.53437
0.05000,7,CH,-0.00000,6.43142,7.93923,1.23445
0.05000,7,CZ,-0.00000,6.05092,10.69879,1.76813
0.05000,7,DE,-0.00000,454.29009,993.50126,2.18693
0.05000,7,DK,-0.00000,9.20219,26.31202,2.85932
0.05000,7,EE,-0.00000,0.01875,0.06143,3.27563
0.05000,7,EL,-0.00000,96.99536,143.58691,1.48035
0.05000,7,ES,-0.00000,454.99748,628.43884,1.38119
0.05000,7,FI,-0.00000,0.00932,0.16243,17.42862
0.05000,7,FR,-0.00000,198.78608,368.72290,1.85487
0.05000,7,HR,-0.00000,0.17389,0.57465,3.30475
0.05000,7,HU,-0.00000,0.27773,0.66525,2.39528
0.05000,7,IE,-0.00000,0.01974,0.03987,2.01969
0.05000,7,IT,-0.00000,528.84672,653.80984,1.23629
0.05000,7,LT,-0.00000,0.12102,1.24658,10.30033
0.05000,7,LU,0.00617,0.26162,0.97349,3.63529
0.05000,7,LV,-0.00000,0.02138,0.04207,1.96792
0.05000,7,NL,0.00000,14.43931,57.74924,3.99945
0.05000,7,NO,10.85589,0.12234,11.44992,1.04297
0.05000,7,PL,-0.00000,0.32420,3.30594,10.19711
0.05000,7,PT,-0.00000,33.39170,47.81821,1.43204
0.05000,7,RO,-0.00000,7.40382,9.69698,1.30973
0.05000,7,SE,-0.00000,0.66555,3.31372,4.97889
0.05000,7,SI,0.00115,0.49713,0.51735,1.03828
0.05000,7,SK,0.00934,4.58112,4.63134,1.00890
0.05000,7,UK,-0.00000,201.14606,360.00306,1.78976
0.05000,8,AT,-0.00000,2.50762,13.51357,5.38901
0.05000,8,BE,-0.00000,14.19145,45.36379,3.19656
0.05000,8,BG,-0.00000,10.46129,19.29647,1.84456
0.05000,8,CH,-0.00000,4.65302,5.74886,1.23551
0.05000,8,CZ,-0.00000,6.36196,10.44587,1.64193
0.05000,8,DE,-0.00000,489.55806,992.44134,2.02722
0.05000,8,DK,-0.00000,13.07401,34.67087,2.65189
0.05000,8,EE,-0.00000,0.01975,0.05116,2.59046
0.05000,8,EL,-0.00000,102.35548,132.95851,1.29899
0.05000,8,ES,-0.00000,459.88310,581.06188,1.26350
0.05000,8,FI,-0.00000,0.01479,0.23829,16.11471
0.05000,8,FR,3.28573,198.37725,461.85253,2.29022
0.05000,8,HR,-0.00000,0.10481,0.75776,7.22987
0.05000,8,HU,-0.00000,0.35798,0.76503,2.13708
0.05000,8,IE,-0.00000,0.02726,0.04993,1.83137
0.05000,8,IT,-0.00000,511.23376,638.65447,1.24924
0.05000,8,LT,-0.00000,0.03295,0.98726,29.96510
0.05000,8,LU,-0.00000,0.42345,1.24189,2.93280
0.05000,8,LV,0.00032,0.01240,0.02257,1.77468
0.05000,8,NL,-0.00000,12.59648,51.91688,4.12154
0.05000,8,NO,4.37074,0.09244,5.00942,1.12239
0.05000,8,PL,-0.00000,0.22626,2.71969,12.02040
0.05000,8,PT,-0.00000,34.93096,47.20251,1.35131
0.05000,8,RO,-0.00000,2.49333,9.64348,3.86771
0.05000,8,SE,-0.00000,0.80074,2.34220,2.92506
0.05000,8,SI,0.00000,0.37419,0.38588,1.03125
0.05000,8,SK,0.00390,3.20182,3.31213,1.03319
0.05000,8,UK,-0.00000,175.91441,412.99673,2.34771
0.05000,9,AT,-0.00000,3.62820,14.08526,3.88216
0.05000,9,BE,0.00572,13.72575,52.23212,3.80383
0.05000,9,BG,-0.00000,7.25830,16.47662,2.27004
0.05000,9,CH,-0.00000,3.87595,4.80930,1.24081
0.05000,9,CZ,0.00452,9.04257,12.62435,1.39540
0.05000,9,DE,-0.00000,550.49874,896.73616,1.62895
0.05000,9,DK,-0.00000,9.68695,36.72454,3.79114
0.05000,9,EE,-0.00000,0.02031,0.13031,6.41476
0.05000,9,EL,-0.00000,100.36355,132.82637,1.32345
0.05000,9,ES,-0.00000,476.38189,625.62196,1.31328
0.05000,9,FI,-0.00000,0.01583,0.29186,18.43941
0.05000,9,FR,-0.00000,195.48654,376.75552,1.92727
0.05000,9,HR,0.00978,0.17216,0.80638,4.43209
0.05000,9,HU,-0.00000,0.30769,0.89670,2.91432
0.05000,9,IE,-0.00000,0.01297,0.04392,3.38725
0.05000,9,IT,-0.00000,537.16272,683.75392,1.27290
0.05000,9,LT,-0.00000,0.05036,0.58726,11.66118
0.05000,9,LU,-0.00000,0.21843,0.85203,3.90069
0.05000,9,LV,0.01038,0.02763,0.03155,0.83008
0.05000,9,NL,-0.00000,12.50580,34.54067,2.76197
0.05000,9,NO,6.09319,0.13009,6.63002,1.06536
0.05000,9,PL,-0.00000,0.24643,1.71849,6.97351
0.05000,9,PT,-0.00000,33.79918,45.49408,1.34601
0.05000,9,RO,-0.00000,5.14206,15.96786,3.10534
0.05000,9,SE,-0.00000,0.87601,3.54689,4.04892
0.05000,9,SI,0.01080,0.64237,0.66038,1.01105
0.05000,9,SK,0.00051,2.91720,2.98732,1.02386
0.05000,9,UK,81.37494,161.04205,556.37073,2.29510
0.05000,10,AT,-0.00000,2.48564,12.00702,4.83056
0.05000,10,BE,-0.00000,11.40086,34.64755,3.03903
0.05000,10,BG,-0.00000,13.33995,22.15585,1.66086
0.05000,10,CH,0.00057,3.49392,4.98048,1.42524
0.05000,10,CZ,-0.00000,3.98059,6.14171,1.54292
0.05000,10,DE,-0.00000,548.54377,820.83225,1.49638
0.05000,10,DK,-0.00000,10.84930,33.78957,3.11445
0.05000,10,EE,-0.00000,0.02053,0.04849,2.36226
0.05000,10,EL,-0.00000,101.71148,144.54040,1.42108
0.05000,10,ES,-0.00000,454.16736,654.49783,1.44109
0.05000,10,FI,-0.00000,0.00948,0.13985,14.74700
0.05000,10,FR,-0.00000,221.72400,368.12420,1.66028
0.05000,10,HR,-0.00000,0.11815,0.92085,7.79377
0.05000,10,HU,-0.00000,0.29699,1.05607,3.55587
0.05000,10,IE,-0.00000,0.00489,0.03561,7.27724
0.05000,10,IT,-0.00000,445.66830,637.49348,1.43042
0.05000,10,LT,-0.00000,0.05259,0.68215,12.97196
0.05000,10,LU,0.00352,0.39993,1.05301,2.60997
0.05000,10,LV,-0.00000,0.02592,0.03325,1.28248
0.05000,10,NL,-0.00000,12.35105,40.03880,3.24173
0.05000,10,NO,3.29524,0.09333,3.60148,1.06283
0.05000,10,PL,-0.00000,0.29895,2.55554,8.54824
0.05000,10,PT,-0.00000,35.42173,56.37983,1.59167
0.05000,10,RO,-0.00000,2.68010,14.29426,5.33347
0.05000,10,SE,-0.00000,0.68001,0.88390,1.29985
0.05000,10,SI,0.00078,0.83054,0.87642,1.05426
0.05000,10,SK,-0.00000,4.91125,4.93984,1.00582
0.05000,10,UK,18.53432,179.09573,476.51977,2.41117
