country,n_scenarios,ratio
AT,1000,3.2065
BE,1000,2.2703
BG,1000,2.0456
CH,1000,1.0979
CZ,1000,1.3058
DE,1000,1.9249
DK,1000,3.2257
EE,1000,14.3832
EL,1000,1.3285
ES,1000,1.3987
FI,1000,31.8941
FR,1000,1.7679
HR,1000,3.7937
HU,1000,2.7176
IE,1000,10.4176
IT,1000,1.256
LT,1000,0.0
LU,1000,0.0
LV,1000,6.4271
NL,1000,3.1576
NO,1000,1.0516
PL,1000,7.9602
PT,1000,0.0
RO,1000,2.2887
SE,1000,2.2641
SI,1000,1.003
SK,1000,1.0156
UK,1000,2.6051
