country,n_scenarios,ratio
AT,1000,2.7061
BE,1000,1.5483
BG,1000,1.7616
CH,1000,1.1608
CZ,1000,2.1851
DE,1000,3.2117
DK,1000,1.0992
EE,1000,1.0106
EL,1000,1.3313
ES,1000,1.5578
FI,1000,1.0
FR,1000,1.3446
HR,1000,2.9209
HU,1000,3.1694
IE,1000,1.0002
IT,1000,1.1717
LT,1000,3.2093
LU,1000,2.2611
LV,1000,0.9912
NL,1000,1.1523
NO,1000,1.0051
PL,1000,1.5552
PT,1000,1.5469
RO,1000,2.2379
SE,1000,1.014
SI,1000,0.0
SK,1000,1.0157
UK,1000,1.0507
