country,n_scenarios,ratio
AT,1000,3.1284
BE,1000,5.8293
BG,1000,2.0544
CH,1000,1.2094
CZ,1000,2.8153
DE,1000,7.5006
DK,1000,0.0
EE,1000,1.0
EL,1000,1.3516
ES,1000,1.4717
FI,1000,1.0
FR,1000,2.0738
HR,1000,3.5597
HU,1000,3.5875
IE,1000,1.0006
IT,1000,1.1661
LT,1000,3413746.5724
LU,1000,3.3376
LV,1000,0.0
NL,1000,1.4794
NO,1000,1.0032
PL,1000,14.0716
PT,1000,1.472
RO,1000,2.3619
SE,1000,22001578.9335
SI,1000,1.0397
SK,1000,1.0224
UK,1000,1.0919
