country,n_scenarios,ratio
AT,1000,3.4153
BE,1000,0.0
BG,1000,2.0226
CH,1000,1.0817
CZ,1000,0.0
DE,1000,3.3472
DK,1000,5.1937
EE,1000,18.0228
EL,1000,1.3536
ES,1000,1.4419
FI,1000,1.7439
FR,1000,1.6522
HR,1000,3.3456
HU,1000,2.3875
IE,1000,0.0
IT,1000,1.4344
LT,1000,6.9605
LU,1000,2.2601
LV,1000,0.0
NL,1000,7.2746
NO,1000,1.0103
PL,1000,0.0
PT,1000,1.6773
RO,1000,2.2982
SE,1000,7.9011
SI,1000,1.0277
SK,1000,1.0068
UK,1000,3.7655
