country,n_scenarios,ratio
AT,1000,3.9126
BE,1000,2.0976
BG,1000,2.3144
CH,1000,1.1831
CZ,1000,1.6276
DE,1000,1.5701
DK,1000,3.0242
EE,1000,598611.536
EL,1000,1.3437
ES,1000,1.3482
FI,1000,1123481.1129
FR,1000,1.8171
HR,1000,3.5972
HU,1000,3.3705
IE,1000,8.4012
IT,1000,1.3195
LT,1000,11773548.0091
LU,1000,1.6769
LV,1000,976223.1135
NL,1000,2.6494
NO,1000,1.1043
PL,1000,8.8995
PT,1000,1.4001
RO,1000,2.1025
SE,1000,2.0698
SI,1000,1.0058
SK,1000,1.0005
UK,1000,2.7744
