hour,scenario_0,scenario_1,scenario_2,scenario_3,scenario_4,scenario_5,scenario_6,scenario_7,scenario_8,scenario_9,scenario_10,scenario_11,scenario_12,scenario_13,scenario_14,scenario_15,scenario_16,scenario_17,scenario_18,scenario_19,scenario_20,scenario_21,scenario_22,scenario_23,scenario_24,scenario_25,scenario_26,scenario_27,scenario_28,scenario_29,scenario_30,scenario_31,scenario_32,scenario_33,scenario_34,scenario_35,scenario_36,scenario_37,scenario_38,scenario_39,scenario_40,scenario_41,scenario_42,scenario_43,scenario_44,scenario_45,scenario_46,scenario_47,scenario_48,scenario_49,scenario_50,scenario_51,scenario_52,scenario_53,scenario_54,scenario_55,scenario_56,scenario_57,scenario_58,scenario_59,scenario_60,scenario_61,scenario_62,scenario_63,scenario_64,scenario_65,scenario_66,scenario_67,scenario_68,scenario_69,scenario_70,scenario_71,scenario_72,scenario_73,scenario_74,scenario_75,scenario_76,scenario_77,scenario_78,scenario_79,scenario_80,scenario_81,scenario_82,scenario_83,scenario_84,scenario_85,scenario_86,scenario_87,scenario_88,scenario_89,scenario_90,scenario_91,scenario_92,scenario_93,scenario_94,scenario_95,scenario_96,scenario_97,scenario_98,scenario_99
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,3.2229645880549236,5.980083709020054,7.993770373704484,6.4447345122486235,0.0,29.027041739642826,0.0,10.11474212800195,0.0,0.0,0.0,13.449203656475683,0.0,13.809213784764104,5.270998013522812,2.179005274062999,0.0,3.5345391896854257,0.0,7.625906751415203,0.0,7.191562175827941,7.876710795343859,0.0,0.0,14.75644000738562,5.107127494555826,0.0,0.0,34.1104297913239,10.533352982821922,17.941031711235063,0.0,0.0,2.698931715787394,21.174298053369718,0.0,1.2540113860925237,0.0,0.0,0.0,21.880910446363618,0.0,14.367392363564681,23.186477770770807,0.0,0.0,0.0,0.0,8.732553897951984,20.13147492850422,0.0,12.580937749360947,0.0,0.0,0.0,1.8362455169328844,14.954588658707328,0.0,0.0,0.5648755365374087,9.428746186200742,0.0,0.0,22.57907075421151,11.315941336897689,0.0,3.6528064429828517,17.131500906989906,1.002284501058811,0.0,0.0,0.0,0.0,1.8037113061068943,3.7511409911598452,0.0,0.0,0.8642696245761463,0.0,0.053968361132577136,1.0271925038407865,19.62058354432007,10.970954200966506,20.164129203489036,4.316431509932966,0.0,22.375862108348485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.72560163308537,5.19093157910948,0.0
6,38.024542648273254,159.6618541595458,46.65916022948859,44.5812154903297,0.0,104.03184982389696,74.19645211366769,168.8812457311422,55.18105445603941,53.489349045710185,91.37228600327416,120.0133354192088,181.43827742221907,125.13838056766829,123.59465628545729,74.60063846972979,70.7279401208053,0.5632153798445216,141.7786915062764,32.17342807675435,109.52891777027892,0.0,29.030858131928476,6.702281816718575,150.68577479296852,41.459960125066075,20.63001504991999,39.611027356910384,54.168100529295955,85.6667354740355,62.64237748702712,158.3515182032247,75.3636129585208,111.12989603121454,62.06749168496517,9.562631006659167,37.782898595262836,71.17850251902941,30.188535920464993,74.41640001161592,89.6844898141863,58.4916462365428,156.3073921993403,11.070981411972795,183.59332250896819,0.0,71.0635209956415,49.98525000787355,138.0293408819936,231.46835338742724,151.60190008495846,21.581795451152338,0.0,99.6943638978363,41.491379786853166,22.327542151823558,118.23391796968171,0.0,46.78148067934822,160.90135178583523,23.451059822595106,116.17783003359993,140.56422677650585,90.4763378614068,0.0,15.894379141487704,167.84296298301706,141.5778888124903,38.09769761373221,109.01600214835779,24.51120879498815,14.532674688568044,90.71508635162168,109.59733497901522,0.0,59.338490591755814,105.15535740380668,109.61307799743886,43.26077238258402,105.59575937715954,85.28991588018995,89.68648750000798,106.3911496062002,14.265668086154413,43.41754785129394,40.902343564897045,71.59585478944224,96.57202697533931,0.0,186.26019675817662,97.68680753091846,123.64849486532677,0.0,80.57805809389207,0.0,0.0,20.770227955421653,118.8591850665742,58.51604978136072,46.28723717321075
7,274.9559082278888,200.42337214530122,33.63939758192382,173.93689157496019,218.99110672332375,177.23145771928674,222.7875998455056,34.158546860130116,173.54131530329332,194.10429008568983,88.75872271276118,86.1356356232727,73.62343758303378,187.57063651167977,132.17028526004503,104.78592579227772,89.06167548818469,197.26579663237445,203.41097897481995,134.8584620528395,59.516579528701826,82.21827519829505,253.8953565182607,140.45519413380228,245.5214523252194,150.4582921835098,138.97640965223712,111.7447484372346,263.8846962301956,219.05924486577885,10.4069570125926,33.00646131867653,208.79403669739577,97.40741864836676,261.44268965532376,93.04311792984954,220.39434532528327,0.0,71.92049452641749,245.06921773557616,234.99406789660395,201.210736769501,138.12922258424814,206.07110124997382,186.566154015584,26.00091210808951,160.51280385630588,199.3364254951676,128.8310419492675,144.35417643162393,117.07908384405376,72.34919873105434,152.3420736401462,151.371921186495,29.583923306739607,0.0,323.14720259087346,50.89075056379018,88.09418206576589,0.0,257.29198246736024,114.98326365105872,187.2383683082328,0.0,0.0,153.0910111054402,98.35841678896671,18.97031684791675,186.46491718136735,157.92858678316878,100.59545182725591,195.4445597113745,201.456330535221,13.676987017231198,54.10720512484646,81.42529260686956,153.16515781480217,0.0,138.1876455788144,133.14375918224152,102.3189046319468,187.62970825594397,68.90363584295476,197.4968063198566,141.37165170445857,61.11143630904992,74.31004483085064,232.03908022261794,113.13173070996174,106.39482339839336,68.55241338565743,296.6599855460612,165.1741717789476,160.5149387343447,183.79085418818963,79.893888850074,32.86331566855161,97.04417239246285,184.1420316550784,89.10929045668907
8,198.62946694823063,154.2970854794986,354.3114386211994,265.3150395942896,287.0661261470459,340.228723536046,231.0305761032455,254.71115124269585,263.5801827691104,248.07699302246453,216.28691009179977,228.7078959828813,100.1684123372757,146.74835665812654,164.9486579704,269.6932723135275,240.51600436122368,164.28560424996198,257.29607439233325,240.92872035612905,138.97142294344488,6.351344553730428,178.2832396897342,346.8973486861423,139.88259057131972,261.2615018260395,456.7773647018368,223.6506327394224,188.3952187540603,275.79169507257393,136.5682744571805,283.77254907115935,237.98305180677306,189.5977641384281,230.19481508692363,178.03760847434006,94.2648776209494,283.4355273565638,155.04117819574202,262.6861569213729,145.41960573008737,282.4045372984902,50.13705941254776,213.44724107225326,315.7074061888979,213.39475548867048,276.02854627124947,101.05123068720958,208.63092047211708,239.7468341418852,254.04416553928863,172.14722994798518,114.15816814099429,279.02479573622026,254.59614331581605,156.73157712586058,191.71928504610517,286.41158117555096,280.3482784100203,236.29576247006642,247.31350022316204,312.494622277043,354.6116946313227,74.37549115834881,185.95563432741622,102.14018152170881,224.30664022774582,88.24578765330094,193.1637218017445,213.3954404307282,128.45861089686628,125.65359551887278,123.4267979999109,197.61214473000837,133.1174568544756,307.97596911448,231.66411457987107,354.1809707530125,227.14189153858203,222.5710886314624,194.41156593767772,202.26531411215868,28.65703959527079,346.77612910296057,134.93343681658968,217.0369926225141,196.911185957429,296.6544624485376,82.07335147847749,254.66638781178042,120.79130052954177,315.8037631297614,92.15438597520853,396.2359280846157,98.84720174810208,183.77552919763147,349.32835828788586,469.66091775718803,170.7365853048086,311.06966988054467
9,311.0691913344796,217.30054619198,217.46342009144482,100.15150177781064,167.82438523798555,307.7121091084917,247.62206536884753,215.87395577027698,337.9750673808347,264.81003001243573,263.6172106765606,371.02873658547344,293.89101219858486,242.56335676879965,409.7699884136657,242.47451039506566,218.29606429030474,351.98915492108523,280.7171703970251,348.48462086843733,95.660775853063,261.2134301842053,242.9846704548069,78.31775071435854,338.6013850045892,327.45734025689774,171.74712778320207,310.39400478148235,520.073001090151,341.40763857217127,299.13180397222413,206.4076857634738,335.6632537152583,171.16382997147537,296.1116948853619,232.225940905238,332.4107896390931,177.8929353636395,227.02492256925527,317.3763612138961,189.7581507758193,329.42255453329005,174.91328156934406,410.09805917555616,82.41861810547707,343.20323693267216,276.1844211588488,198.96068686903237,216.8461500704434,242.62871949083362,442.3165739524842,282.9482965054047,243.25111404168186,246.48659704267493,324.1480384915028,262.41322782630994,118.02108414766614,271.9044600984189,337.62424675319306,324.8437588055584,142.053705375529,99.86939994183041,283.4482375302712,200.37479725877103,222.89891542271397,221.3724344259118,197.98128042118145,258.5837578138806,152.61392020946096,191.20885029647505,210.4178289883957,452.12300828984536,97.19757187138174,299.2093478579528,262.8846117743462,377.99686939184437,225.5685863008689,208.95632968238644,73.54420699753177,158.97331650960263,403.82627150598347,402.05657909424616,209.8346622132956,243.6523063605797,415.8219008130892,243.98632721015622,211.362935890282,263.1746804441552,154.79715900979193,247.26547145509102,224.7515300898215,288.0411956677819,258.0946625499076,326.54283081308216,317.2526755359397,188.26932233897372,234.17505106055748,276.42696303504863,147.15645614284392,449.95763530854737
