Forecast_Hour,scenario_1,scenario_2,scenario_3,scenario_4,scenario_5,scenario_6,scenario_7,scenario_8,scenario_9,scenario_10,scenario_11,scenario_12,scenario_13,scenario_14,scenario_15,scenario_16,scenario_17,scenario_18,scenario_19,scenario_20,scenario_21,scenario_22,scenario_23,scenario_24,scenario_25,scenario_26,scenario_27,scenario_28,scenario_29,scenario_30,scenario_31,scenario_32,scenario_33,scenario_34,scenario_35,scenario_36,scenario_37,scenario_38,scenario_39,scenario_40,scenario_41,scenario_42,scenario_43,scenario_44,scenario_45,scenario_46,scenario_47,scenario_48,scenario_49,scenario_50,scenario_51,scenario_52,scenario_53,scenario_54,scenario_55,scenario_56,scenario_57,scenario_58,scenario_59,scenario_60,scenario_61,scenario_62,scenario_63,scenario_64,scenario_65,scenario_66,scenario_67,scenario_68,scenario_69,scenario_70,scenario_71,scenario_72,scenario_73,scenario_74,scenario_75,scenario_76,scenario_77,scenario_78,scenario_79,scenario_80,scenario_81,scenario_82,scenario_83,scenario_84,scenario_85,scenario_86,scenario_87,scenario_88,scenario_89,scenario_90,scenario_91,scenario_92,scenario_93,scenario_94,scenario_95,scenario_96,scenario_97,scenario_98,scenario_99,scenario_100
3,0.4026285330170207,0.3722775054263934,0.5680992721391933,1.23394489179312,0.0,0.6647868171228367,0.0,1.3471964808463317,0.0,0.16452174463303676,0.08077081599363134,0.0,0.0,0.29067480319123495,0.41525014844530683,0.7749399428431882,1.1009591592050558,0.7604037648090951,0.0,0.5571307149509046,0.11953991683776871,0.0,0.19060125780137754,0.7179387174561503,0.9521480524119932,0.8092254963586185,0.0,0.0,0.0,0.5247611913126775,0.19323063195178053,0.5083283215099828,0.0938430650488638,0.27915071050805407,0.8671493644341093,0.2364378779418941,1.3696061956552035,0.3682459279935421,0.5464165239962749,0.7738716312243292,0.0,0.0,0.2753693169689378,0.2480694346352132,0.4679031817674889,0.0,0.0,0.46478854048242757,0.8594043545940357,0.9757268875813858,0.0,0.0,0.009611359677765441,0.8447059397273038,0.0,0.0,0.9176841617091978,0.4375667725478977,0.745284381529632,0.11545570198513494,0.16830516600849954,0.9014275164786747,0.33893944921653474,1.0376298079778188,0.23694247212689382,0.317483977818094,1.2785978587381401,0.07822903487160937,0.4625590865553635,1.123423097048826,0.04745870934742957,0.0,0.0,0.5394370412291297,0.6064907678898279,1.1313934973795952,0.49658320731503236,0.1499295360386102,1.4189614298329853,0.7620313418712994,0.00454056897567362,0.0,0.0,1.0258210912156032,0.9498194852090363,0.6617550994246403,0.3265118524792515,0.15104912565516943,0.9582166329105346,1.227677721209707,0.7244678640365693,0.48782691829277386,0.840200994876099,0.4025737544531184,0.3449028032523375,0.7371434414079607,0.0,0.0,0.0,1.0457552343810605
4,0.43215120512284677,0.5815483594878494,0.6336299196963399,1.5040584260125978,0.0,0.6505488251296819,0.0,1.255657763394323,0.0,0.025532880257953194,0.0,0.0,0.0,0.352341143465579,0.3187081478833986,0.7432803936552752,1.0043675596825157,0.7935602610746726,0.0,0.5533698897597973,0.15832775587165543,0.0,0.0,0.8300442706731972,1.2696840688386128,0.7686287230168054,0.01501526271102771,0.0,0.0,0.46550299382608906,0.24935650771346415,0.5094004767612781,0.03528393345863762,0.2583270502759741,0.8128063460799226,0.2513728194232646,1.4189196047677484,0.4910650662084265,0.42796889987285774,0.5407906623051155,0.0,0.0,0.3915924471408136,0.13750442658775708,0.3798785539230902,0.0,0.0,0.21983631227768247,0.6657042027409419,0.9803972494664568,0.0,0.004685912841798812,0.18279831691382137,0.9420128686662679,0.0,0.0,0.9133682726215707,0.37835801713524925,0.8306597449083876,0.0836065680040659,0.030546643236710913,1.0054530721226875,0.29217052784751685,1.0527530208996698,0.1551317578929789,0.3791169765469241,1.3581909991694474,0.11875071418782379,0.3699752987490064,0.9571820011806638,0.00615686476244659,0.014463615531302487,0.0,0.44107113865190634,0.42208661042647855,1.0519171739370798,0.37458543609920025,0.13344153979124357,1.3654766895816404,0.8388737072438344,0.0,0.0,0.0,1.0438727902934772,1.0148631631518819,0.8128299256339874,0.36293664817091986,0.051471703915897116,1.0296800578599143,1.2531673420794642,0.7228744901951187,0.3817872473069086,0.8711339898783661,0.5427076419495156,0.4543266784297578,0.711249027254945,0.0,0.0,0.0,1.068158016442298
5,0.47562309164365796,0.7678256814556064,0.7365719287708385,1.5808560237606304,0.0,0.51827263352405,0.0,1.168727263781701,0.0,0.0,0.0,0.0,0.10824256872093363,0.3612327882843652,0.24199779685371334,0.6239904921131921,0.9106710209444909,0.9872521209421192,0.0,0.4588623425727191,0.24092519866537626,0.0,0.0,0.9238360300511217,1.3718721097394662,0.7461600610331964,0.14379711100700743,0.0,0.0,0.5568852623225164,0.41203333965663713,0.5073561814092542,0.11297623291278847,0.3782108128620702,0.7888023936810805,0.13930860631324765,1.444911296799045,0.5668764700091631,0.19603511066200385,0.2843482275567865,0.0,0.0,0.42603128314104755,0.0,0.3240702986784427,0.0,0.0,0.107120523563834,0.5629544993604936,0.953891797558784,0.0,0.13433353252671043,0.3081352129654954,1.0966759373129402,0.0,0.0,0.891968836096089,0.38969454363015144,0.7304752122464802,0.21598821796936388,0.0,0.9229050530018876,0.2436999830088679,1.2639847592009117,0.1492407676284328,0.3037403362610187,1.3240528266666114,0.17174693228118926,0.29075287994542565,0.9332621084036687,0.15288164442250296,0.14803535712928328,0.0,0.3404276317777381,0.29036784076460376,0.9999052731875475,0.3374378721559742,0.08133057049972542,1.3685923666027155,0.9699630670378074,0.0,0.0,0.0,1.0708039991226965,1.286236381706612,1.039969976891918,0.41764764624554374,0.0,0.9366596791931365,1.1884939300235382,0.7440147573879808,0.22593463329512367,0.9187338400186185,0.6159438166545788,0.48679337447147375,0.6514310055073695,0.11800800866720607,0.0,0.0,1.1566215976380976
6,0.5845145526439843,0.8831031358578147,0.7440732369140284,1.5197329118738439,0.0,0.38385044528584733,0.0,1.1182285926202984,0.0,0.0,0.0,0.0,0.26185802772714317,0.45732589303644017,0.37322817537456543,0.6702451754540388,0.8355927008727524,1.0938006848527728,0.0,0.4668692750827481,0.340990271510769,0.0,0.0,0.9109587329680715,1.3350448478169052,0.7029587500886261,0.21608988577194183,0.0,0.0,0.6059979996931086,0.491042593716671,0.48539990977262676,0.21142875388635826,0.43706776419821625,0.820286450166352,0.0,1.480147308996879,0.4773107140891793,0.21802543135666946,0.2703371572121576,0.0,0.0,0.4154443206254877,0.0,0.3119423119824285,0.0,0.0,0.1348792847389545,0.633754989146787,0.8936276222808548,0.0,0.18714383288985148,0.4272975022568852,1.2212452214235308,0.0,0.0,0.9486182811895534,0.5074398755437923,0.5253740461618722,0.48495581581840497,0.02042297882695765,0.7925359164833687,0.189721148990404,1.391053040590536,0.13717742945891748,0.24524914738205114,1.1697533005277967,0.19285405459213356,0.40035642361815194,0.9949267036673632,0.1736142927099003,0.3617460576276915,0.0,0.13462167895863086,0.21020816318676847,0.9112729848960313,0.2017693677990609,0.054902552752188805,1.2750882515850621,0.9622037370409555,0.0,0.0,0.0,1.2125620754997035,1.4212223166374325,1.0752402569976776,0.38771191549476347,0.0,0.8205951930849136,1.1184039935178964,0.7159406701099351,0.23970755810030514,0.8915812411753925,0.8229657252727156,0.4860283272036907,0.5579708740251449,0.28839151343959146,0.0,0.0,1.0891905480617292
7,0.646886361464561,1.0717536772525162,0.7240758555986085,1.44627315295936,0.0,0.13851577121824837,0.0,1.1706343646343913,0.0,0.004839254549507677,0.0,0.0,0.4254109133595486,0.45974521597877077,0.4372706369500424,0.6966130942990528,0.5750605608931172,0.967103199928339,0.0,0.46924795139868464,0.5458487570412976,0.0,0.0,0.9118559937708484,1.326437399039266,0.6320128114532827,0.1661083331585257,0.0,0.0,0.5709169631184144,0.4154152146006629,0.32469289269057805,0.42907069279533605,0.6263253582877878,0.7369626703100145,0.0,1.495030949455429,0.27551620900902696,0.1534375115664967,0.3814228622750304,0.0,0.0,0.3523909075458896,0.0,0.131148374575281,0.0,0.01816929584637378,0.2607940392003347,0.808770678320692,0.9215464004963093,0.0,0.04157965455981255,0.4874751299729292,1.3546577465042775,0.0,0.0,0.8982457165532782,0.6377343936306507,0.43080502123304204,0.6315821054822519,0.0,0.7350474750342251,0.2601740691451406,1.4926301396115134,0.2237845410547895,0.237928755778046,1.2450930369553463,0.049284631404669044,0.5344271598108811,0.9557050877136257,0.03288031365201688,0.5414901571456947,0.07167874773842758,0.0,0.18133093034103803,0.7515757476739,0.14886180413735617,0.0,1.132230281491642,1.0129325908392701,0.0,0.0,0.0,1.2702471686259926,1.4216031435769476,1.0289769892071796,0.2629911466667548,0.0,0.7100445858505795,1.0913784196594836,0.818549639525304,0.2654339996341173,0.8885679756067547,1.0718696359287712,0.6155374432806995,0.5031700647894127,0.27416793603000905,0.0,0.0,0.9860359369243827
8,0.7485457761463186,1.0632667391219448,0.870150724771394,1.488739421073463,0.0,0.0009877157512017676,0.0,1.2242606437983308,0.0,0.0,0.0,0.0,0.5572067300606358,0.55129607918462,0.37263409000617087,0.7801417259217336,0.42571502925874327,1.0240589723561226,0.0,0.6226659150233662,0.6455869398366867,0.0,0.0,0.9916570321638007,1.2572502861218664,0.6194800046041061,0.027424261980384557,0.0,0.0,0.5210370828710268,0.4323695970891309,0.3491096495943682,0.6013464260929268,0.7498019908328152,0.6232332438181104,0.0,1.4119885833326349,0.11539416556945559,0.018838710682331672,0.5378349550122781,0.0,0.029225964129489634,0.4327130970122627,0.0,0.04854349121783191,0.0,0.03693796764598711,0.3061586607952993,0.8953616179902928,0.9693504920203084,0.0,0.0,0.48787536590113856,1.2134180249613824,0.0,0.0,0.8320213584795556,0.6535142459325733,0.2505299753526268,0.7349184863312612,0.0,0.83512272690508,0.28893269760006113,1.6131895197372044,0.1460567930975421,0.27682004803662674,1.2917412748655965,0.03325440172521166,0.5313721816045593,0.9327560514878811,0.0,0.6128952756629195,0.14383347195831558,0.0,0.222966798654118,0.7197507816754718,0.1052794022998626,0.0,1.0643706208577726,1.0815775034645672,0.0,0.0,0.0,1.4007513272697896,1.337320290168491,1.0939057238668117,0.28596356452712096,0.0,0.5936209082633392,1.0315883723573178,0.8076195521959172,0.32274891718848986,0.9081234280255013,1.2087933926490049,0.6877159304317275,0.37819651984059427,0.1273382188470064,0.0,0.0,1.0239735593211328
9,0.8084963602236681,0.9832974078605723,0.7515281744554168,1.4345368151620292,0.0,0.0,0.0,1.265352694919045,0.0,0.0,0.0,0.0,0.5641359544870336,0.5449936621520669,0.46332342483480915,0.9800271345061791,0.24217757348229663,1.1386410164729979,0.0,0.7273516485000457,0.7736915870183938,0.04158852792103218,0.0,0.9029826444742586,1.2473607314121329,0.7951389879731047,0.0,0.0,0.0,0.5172684745430742,0.368505742556823,0.3727517063369952,0.748034838888258,1.0176429153763247,0.5003660213628784,0.0,1.3279338410519577,0.041194540044968364,0.0,0.6178382785380877,0.05822094464831845,0.21964293197028212,0.5760626088902281,0.0,0.05726532673535012,0.0,0.06907082740442033,0.23855181069980638,0.9327202285670565,1.0618418566043046,0.0,0.0,0.40474263219643625,0.9823483595977367,0.0,0.0,0.8220631857166874,0.6190885733938886,0.07883618206351933,0.812643089700186,0.0779810247271916,0.8932002829013242,0.1900907000219783,1.4699552014971415,0.0,0.4178408229728995,1.2861299578520757,0.10227790246232726,0.44546410681806525,0.821308014424253,0.0,0.4932811262131853,0.2025590113538716,0.0,0.47621607161124563,0.7362328471441058,0.09919819452134304,0.0,0.8381949668328401,1.1253450619336274,0.1117859633391875,0.0,0.0,1.4294231736437615,1.2566367148828463,1.1139534912184899,0.3234029743712783,0.0,0.6268575674780235,1.1056833614357808,0.7935472331069144,0.4430959773219947,0.8102020827507085,1.1499345178611011,0.6906461023377359,0.15177818572866597,0.11331098941170759,0.03426237887682654,0.0,1.0237724613992971
10,0.6462564047971245,1.0161505413064613,0.6894951786378806,1.4150161881908836,0.041743679868894545,0.0,0.0,1.3744484495872946,0.0,0.0,0.0,0.0,0.6014302341278128,0.44355978823616626,0.6045869322627145,1.1301863892150164,0.14579455665389301,1.2770414394399507,0.003725340929105758,0.8353622463237418,0.7257417373433906,0.10682841293160183,0.0,0.6399127400023121,1.2052569165118217,0.8530171566793991,0.0,0.0469532324349235,0.0,0.45290338196645363,0.3848271746393497,0.34206521601894685,0.7805512694745963,1.064970764188955,0.4673734958589862,0.06258471564392365,1.3148454807407628,0.015005543440039848,0.0,0.7893936577175251,0.12836482387076992,0.33084376571511764,0.8335015775841332,0.0,0.1075490079842103,0.0,0.0505098267751542,0.15663671444056126,1.0479857929379826,1.1038300397507292,0.0,0.0,0.3590381741519517,0.7774376987749665,0.0,0.0,0.829425989878712,0.6201533255004787,0.0,0.8632854657978968,0.10785092917075845,0.7524262975422708,0.11000473837549185,1.425700229099661,0.0,0.47803229695348914,1.2084095031749178,0.21986236433840636,0.5254340045705292,0.7160999838424065,0.0,0.20834443590990037,0.24707056384326873,0.0,0.6597305465118981,0.6400804025500125,0.0,0.04882026490253677,0.7519504547826668,1.063867542275346,0.03670208918965023,0.0,0.0,1.4841768156706712,1.261787567117997,1.041056940981855,0.46764219724094247,0.0,0.7502209442587133,1.0419807986350806,0.7461883902021773,0.4380996395135175,0.6465350185870186,1.1176976501778306,0.648587815129873,0.021259247255940805,0.2733270206262576,0.0,0.0,1.1177358245421807
11,0.3853430503094655,1.002371815753858,0.7807072447316497,1.4368790613684708,0.20490189336325654,0.087005473576313,0.0,1.4508385089050368,0.0,0.0,0.0,0.0,0.6562473853605604,0.31201515992126594,0.7552895775510633,1.2071907215860707,0.1560045552898483,1.4089487922072648,0.10278771239968182,0.8927286821252729,0.7008699032670107,0.03103428416114029,0.0,0.509018626877991,1.0308638901543645,0.9662471568986954,0.0,0.01697630756896973,0.0,0.3453574733248731,0.3574711554127238,0.3143678055464111,0.7226672113475199,0.921887196058917,0.42510709214792913,0.1634657052090373,1.251090132838709,0.0249226456260771,0.0,0.8368774330108953,0.10739284551464978,0.46049666262582967,0.9461245960775444,0.0,0.24186029095051229,0.0,0.04910478544074187,0.14844570403488427,1.1769641605302488,1.218867175940092,0.0,0.0,0.28736597306756034,0.7307275771032515,0.0,0.0,0.8092731246957188,0.567787237860316,0.0,0.8604838894207913,0.08384746671553678,0.627913871594738,0.0,1.1305749081232714,0.0,0.35938029719576037,1.1273081621618928,0.37675681051330334,0.6426945193805687,0.6808566895648879,0.0542186778888844,0.16928173926459494,0.1922551594848516,0.0,0.8061695027568168,0.6276131752003185,0.0,0.029327859265491474,0.7062510701333048,0.8652741721148985,0.0020129525295780604,0.0,0.0,1.442896019591282,1.1471749724404237,0.9860301629705237,0.5182210279208961,0.0,0.8494795157288098,0.9368466847055146,0.7280120049946864,0.40264842525760003,0.5071241009266555,1.1554880287275717,0.553218886729987,0.0,0.30585907669456824,0.0,0.01645618510958269,1.225809447253565
12,0.3279614756130278,1.0170753980061238,0.7061520244088411,1.3494273672616643,0.22548906509932906,0.16501091577186794,0.0,1.4936286233697011,0.0,0.0,0.0,0.0,0.8996730820826608,0.20185161422645842,0.9571987238276973,1.3079037980841126,0.24002678325387025,1.4416103728688217,0.1861719517398559,0.9944256842502368,0.653961492076857,0.03004023714950832,0.0,0.5427587523790195,0.8172190112223541,1.00027513704004,0.0,0.06730674076864407,0.0,0.34866171241361854,0.32925104475182476,0.3128308089887313,0.7268283666368092,0.749620156957352,0.3160052809238937,0.2042076564069195,1.1251979451469958,0.09221383999845528,0.0,0.8846186334130193,0.08386879308243328,0.6101195129852948,0.9370512797329209,0.0,0.30609908972600075,0.0,0.03504944108486974,0.26732227244098716,1.1654583984772766,1.3124719101715145,0.0,0.028554919080460872,0.16851779328302757,0.7451332049803447,0.0,0.0,0.6842258325700055,0.6366750126659615,0.0,0.9171924100892497,0.3488827194082529,0.6789993217232573,0.0,0.8789252074052191,0.0,0.3078717816138893,1.0836348443962125,0.5154952340599576,0.6375175948959464,0.6345734059515633,0.0,0.2726988277227361,0.1886802910632222,0.0,0.8974286392724908,0.5227130321325468,0.0,0.0,0.7005117122488911,0.8745381360611301,0.07272761594699345,0.0,0.0,1.471812463114312,0.89027900182306,0.880721800506493,0.5823599840836161,0.0,0.8646499425305254,0.8674386269203196,0.8164061580911948,0.5929766683367356,0.4031911671227457,1.1262652553573589,0.4351069798472094,0.0,0.3278961119214121,0.0,0.15901138795192932,1.3162991825819375
13,0.3228185747575314,0.9164321536133082,0.5368870242231731,1.4722245320288858,0.1775100728651522,0.1650571891320442,0.0,1.5212998268117015,0.0,0.0,0.0,0.0,0.9775807800615817,0.2638580712360564,1.1359261307694897,1.2684654458024267,0.24235054181720758,1.3387733584376422,0.16792887095204856,1.033195371128246,0.6087737275377012,0.047071656195516676,0.0,0.5722640186425061,0.8369536257368753,1.0723727457247327,0.0,0.12231174968882785,0.0,0.43559473291126194,0.4471407953519535,0.3578372740274578,0.7099676243405767,0.6667259174391952,0.14049376848676948,0.31220107457962526,0.9851541476592014,0.10335878290079908,0.0,0.9801039773588347,0.13745070132504228,0.715460184512971,0.963346312630476,0.03784395395679979,0.2970674789302618,0.0,0.035259418248772434,0.41040238920738303,1.0531152306970437,1.3588285536191091,0.0,0.06461593994424858,0.0,0.7474556872299922,0.0,0.0,0.6903382932526501,0.7197142431921619,0.0,0.870133409389972,0.602931933802454,0.5598703873397328,0.02321013891307616,0.7438363964586963,0.0,0.3947880206571801,0.9520715128381256,0.778268392711637,0.7022383319149061,0.6238027666974111,0.0,0.5467017958625114,0.12517970208254087,0.0,0.8071296012175898,0.48470762359957603,0.0,0.04734860291631965,0.671959064587297,0.9061510996982058,0.23766414796176544,0.0,0.0,1.50367339777298,0.6976167293059607,0.8744560204882184,0.6809421452307087,0.0,0.9302754657950167,0.9318361949317735,0.8975474852843655,0.6903445896884945,0.3213294441685172,0.993151041581773,0.32569154677552975,0.14127345082964832,0.2736713416107343,0.0,0.27015065709184655,1.2243913073445474
14,0.2399389643431703,0.9318870255864664,0.33302894824731644,1.5949347471916782,0.030044860393589,0.14221038826472143,0.0,1.505195137077644,0.0,0.0,0.0,0.0,0.9050768068988484,0.23027727257933012,1.2915148720802518,1.4325164623057134,0.24454342180425023,1.3038674082714399,0.1661876340203861,0.9117670801049419,0.6631926123872525,0.0,0.0,0.4613137533240913,0.8665314426819977,1.2173526699836017,0.0,0.11423448817497539,0.0,0.3835840119041883,0.49211744514277456,0.3478959272558274,0.6375365876305652,0.573514847814584,0.0,0.42012233697612744,0.8433175977990806,0.14399880417112287,0.0,0.9423619621687915,0.307408168848765,0.8377009825843285,0.9134865912681553,0.21010539679069878,0.37271836756965077,0.0,0.08131663042945814,0.5902874428184004,0.9028728737865972,1.2249285153753582,0.0,0.07626127655486131,0.04270750026893705,0.830004964865672,0.0,0.0,0.7222291114201808,0.6935933242141923,0.0,0.8895984468703813,0.6772278057735343,0.4234137784909301,0.048615520832293146,0.4782198843886958,0.12579077366189856,0.29117140345631565,0.9359332596416174,1.0049448942750603,0.768195164039466,0.5417806700627835,0.0,0.6567022351576812,0.2052586667660462,0.0,0.5407859756318955,0.5756034585581018,0.0,0.2828366196965494,0.6364505799649555,1.0257616872967,0.47103700620352307,0.14643497493860153,0.0,1.4058336249732541,0.6104431483291867,0.8978885540564616,0.7958907063749842,0.0,1.032024383288243,0.9257239007528009,0.9026123143945566,0.669994624364518,0.25317327588730354,1.0584056068412044,0.21797943658158725,0.23965933685498306,0.17402591303262738,0.0,0.35447033983330706,1.30302899688274
15,0.24817960446887136,1.0800196022766928,0.18090641092886772,1.6137374561781972,0.0017590481488929943,0.1353493992644736,0.0,1.4400539190956598,0.0,0.0,0.0,0.0430982014969718,0.9433002801754911,0.2866565351140823,1.2939934614616875,1.5316718279546788,0.3811988206272822,1.198429999622329,0.27842002058519616,0.8480578795097532,0.6362798832060551,0.0,0.0,0.3672369332038661,0.8097995563369695,1.2354921087024058,0.0,0.05832730494196309,0.0,0.24758592810521374,0.41901901467166847,0.1397911219886097,0.557478916066493,0.49698024580219063,0.0,0.5516476461386265,0.7362739517496483,0.18861043675493766,0.0,1.0315392330410902,0.4163739359204702,0.8785569508950086,0.9486620264461242,0.3713316170387756,0.29270028871949516,0.0,0.1255211484785161,0.6502448857477026,0.7607362949200547,0.9393133011309571,0.0,0.06928107363530572,0.04164712851224833,0.796664875629569,0.0,0.0,0.8036449542469146,0.5899532377461473,0.0,0.7858860100947718,0.6791513969305909,0.3974449666633482,0.1191593851594584,0.30545240808753826,0.3218794681500591,0.1698718295965323,0.9197947987031894,1.176949282082879,0.7669185962510001,0.5441417859083081,0.0,0.7160903616436878,0.3479764941506433,0.0,0.31439924614878134,0.6155198510919452,0.0,0.5370493706114463,0.6025486759160161,1.0861734692093283,0.519095042086918,0.38161013670190114,0.0,1.3747833727993812,0.4733021418604807,0.7533893149447641,0.7417868007570861,0.0,1.0518796181425978,0.8398432895929975,0.9773721364369732,0.6857676757448172,0.163166809964503,1.17207148373036,0.13476165078029995,0.14556056636337827,0.027361540984969235,0.0,0.41925928303971616,1.385566455877768
16,0.24737213031685182,1.0719417469823513,0.0,1.5793245526944806,0.05644761065842757,0.04559179884905362,0.0,1.3868726627752646,0.04490339797604098,0.0,0.0,0.1707139106399707,0.8777445132304954,0.3247133091710439,1.261581940185664,1.439004930196034,0.4277199685626637,1.2397692703797185,0.3363462006110464,1.00589396895958,0.6433960942485689,0.0,0.0,0.26752296727440433,0.7135200703527975,1.1528530459218416,0.0,0.009258697775434754,0.0,0.19265920027775318,0.305044911083152,0.0,0.5165778307932816,0.48233097904100086,0.07807647564889991,0.5657685090206459,0.6704289129440322,0.2722821511059174,0.058475152033827194,1.1265707685861526,0.4441137702668651,0.8883507387442882,0.7816197667528682,0.5622368692632016,0.30915650244962334,0.0,0.22284465382633512,0.608651789674184,0.6606721516689366,0.7293513345309037,0.0,0.043725440247725456,0.016763880671336218,0.7160283805768276,0.0,0.0,0.8811902976651919,0.5070781440731371,0.0,0.6717726632788694,0.6361333508556398,0.2183206748466856,0.037505207975817745,0.18689700480061278,0.4283312141955499,0.08406175274013822,0.8846015864475073,1.3258079914405847,0.7392868022037371,0.5235693808659716,0.0,0.8078962917611219,0.41769170559142477,0.0,0.2539722271020882,0.577953259970263,0.0,0.7897567855243259,0.5762359082692745,1.1341864437479459,0.47886294416392383,0.5954566820673718,0.0,1.282078294347534,0.4558437457156129,0.744921179759725,0.7254799649021997,0.0,1.1182105565001452,0.6760193512665897,1.0944483400908258,0.6943619209260794,0.09701053968215129,1.1585550388503907,0.07736819499182912,0.07437462565833602,0.0,0.0,0.5231854003022927,1.568628034488803
17,0.23324339235767289,1.0192161150186243,0.0,1.6377442147303714,0.07548715000934825,0.0,0.0,1.4197807602645964,0.26005588576294075,0.0,0.0,0.25559687289663424,0.9311841178725768,0.34841267838986345,1.3694405441881587,1.3974022990127177,0.24792582000487468,1.1530355097641154,0.38955203371009844,1.1688055147641867,0.6514776914377614,0.0,0.0,0.37771687274200266,0.6861422084190434,1.0359384675474865,0.0,0.04482559681227977,0.0,0.1549346993107355,0.1948502303082033,0.04477935028778551,0.6362272605809972,0.5893342347342425,0.16790176977915033,0.5366615442616706,0.711253070235371,0.3406247153330757,0.2384892314578959,1.1040433822415041,0.3057548964425646,0.7276498943752605,0.6451843207017947,0.5692058734430987,0.3398898358843934,0.0,0.23077653739071902,0.5873415259776753,0.7515855231733912,0.5005884243938995,0.0,0.0639887971781204,0.0,0.6372905759354296,0.019583546005942976,0.0,0.9086098532165306,0.5009424077637872,0.0,0.5652993789395996,0.6713085713327684,0.044728042712052496,0.0,0.2897298873075246,0.5212645311582416,0.045051972668901874,0.8712142369454599,1.445054826802005,0.7300729531123004,0.5105801665504991,0.0,0.8339171650631241,0.4037336094252242,0.0,0.3155583560567299,0.5668232532952533,0.018862576487129135,1.1046642902412187,0.5137068584207649,1.1101630012014827,0.4509900179587702,0.815833362222683,0.0,1.2491632524650087,0.518687278462886,0.9627533430030641,0.7980496044811698,0.0,1.4360511878906055,0.5124452266103605,1.2592441549330151,0.7793563872029174,0.058868453377508234,1.0259411585720417,0.023122287936957586,0.0,0.0,0.0,0.657635334550318,1.6953341127236343
18,0.08580985689826853,0.9959261951777769,0.0,1.5983162295559554,0.1875892874768294,0.0,0.0,1.434059540360743,0.3030815201941475,0.0,0.0,0.3588132772180858,1.021280165868008,0.36168564646666,1.3602001038133453,1.4194549147274445,0.08549475788558919,0.9159697325697205,0.3612901974314029,1.0467664361064357,0.7207134726096223,0.0,0.0,0.4013114631377592,0.5751722494767074,0.8896309254103065,0.0,0.0545144058163059,0.0,0.22623586378241356,0.10649454403995073,0.11904418549859819,0.7606595753873777,0.7780677322869318,0.2211449823174975,0.6222470041808377,0.7693158574743644,0.41307983868653614,0.30051524375431726,1.0754210262849573,0.12919683459667108,0.5276218267628542,0.6240261784110823,0.501592470241234,0.3626944434186809,0.0,0.30959412141905784,0.6144746296814071,0.7927679035285149,0.42402758394367535,0.0,0.07511352985017639,0.006693986160810239,0.7362059610119848,0.0,0.0447708307002217,0.9336341164395772,0.43748658515177363,0.0,0.3879179482886532,0.6557808832328034,0.09953240333759772,0.04990539365544372,0.3659543104026809,0.5247860052864218,0.1361963071323145,0.8583200109549616,1.3941398696539387,0.6480546791043166,0.7174798435318347,0.0,0.6468007177491986,0.4398717078638055,0.0,0.35888867835087607,0.5399166499828334,0.039718407184789195,1.1775590757413679,0.5558962856648393,0.9074597664522295,0.4404960280894527,0.98108269429265,0.0,1.1574188058619632,0.46913389018282264,0.997983282015332,0.8439563007804265,0.0,1.7027974374690884,0.4145063588673362,1.3501963666705374,0.8671049060415127,0.0,0.9467494989264634,0.11908865409893782,0.0,0.0,0.0,0.5927845054165329,1.5467777787400148
19,0.11837706339836102,0.8664300738152008,0.0,1.4859398639752155,0.42872382042902313,0.0,0.0,1.4059158095247062,0.34026229757463133,0.0,0.0,0.5115439675800129,1.0169951532233523,0.42767172611278736,1.2653784294871215,1.3432253352574548,0.1586843653496065,0.9054609485811742,0.35468892941246605,0.9157669402386484,0.7007059098154245,0.0,0.0,0.46693035079742806,0.3940130844404085,0.7964089366544573,0.0,0.10242011277687407,0.019418091809365323,0.26988953473769933,0.0,0.13316771128597005,0.8008254560512267,0.92850280467098,0.34516334279216887,0.6050444433537853,0.8646348123381995,0.3391791313948789,0.3121408880613373,1.0509020720164197,0.07619668899764087,0.2897935356956434,0.7259143190525827,0.5357139163532826,0.4164770428379689,0.0,0.31816794452242364,0.6481725616290591,0.6893446060519213,0.40755792799237833,0.0,0.24557409767181737,0.10239943647901667,0.804607734268717,0.0,0.0,0.9168893724551765,0.4525969839388111,0.0,0.37760223651778224,0.5862214427935146,0.24294268112217546,0.08177164212034299,0.4969518979324014,0.5711134983122879,0.2951983003064924,0.8598427074802222,1.489766013453089,0.5473977554806368,0.9065825565086607,0.0962100695038135,0.5292632121398079,0.510327079365919,0.21474948398364613,0.440089202982492,0.5541880582211534,0.0,1.1597443176345779,0.5550694821658025,0.824875991913652,0.510454719377444,1.0449983534563057,0.0,1.2188957805530716,0.4829070863578271,0.9819534471064482,0.8617008085616638,0.0,1.851766031115659,0.40401093304351854,1.2664679646856145,0.9825974489067628,0.0,0.9492341193360897,0.31226139519232915,0.0,0.0,0.0,0.5049359122811703,1.3996304676393314
