Forecast_Hour,scenario_1,scenario_2,scenario_3,scenario_4,scenario_5,scenario_6,scenario_7,scenario_8,scenario_9,scenario_10,scenario_11,scenario_12,scenario_13,scenario_14,scenario_15,scenario_16,scenario_17,scenario_18,scenario_19,scenario_20,scenario_21,scenario_22,scenario_23,scenario_24,scenario_25,scenario_26,scenario_27,scenario_28,scenario_29,scenario_30,scenario_31,scenario_32,scenario_33,scenario_34,scenario_35,scenario_36,scenario_37,scenario_38,scenario_39,scenario_40,scenario_41,scenario_42,scenario_43,scenario_44,scenario_45,scenario_46,scenario_47,scenario_48,scenario_49,scenario_50,scenario_51,scenario_52,scenario_53,scenario_54,scenario_55,scenario_56,scenario_57,scenario_58,scenario_59,scenario_60,scenario_61,scenario_62,scenario_63,scenario_64,scenario_65,scenario_66,scenario_67,scenario_68,scenario_69,scenario_70,scenario_71,scenario_72,scenario_73,scenario_74,scenario_75,scenario_76,scenario_77,scenario_78,scenario_79,scenario_80,scenario_81,scenario_82,scenario_83,scenario_84,scenario_85,scenario_86,scenario_87,scenario_88,scenario_89,scenario_90,scenario_91,scenario_92,scenario_93,scenario_94,scenario_95,scenario_96,scenario_97,scenario_98,scenario_99,scenario_100
3,0.0,0.0,4111.923032985719,1400.2057115759549,1557.2557440042356,900.0057413019609,1897.4318930075863,1749.1070111449026,0.0,569.2731418325749,0.0,0.0,0.0,2798.5293602245383,1207.0752773012714,3889.156946981869,0.0,2874.383846111101,0.0,1973.3714391473782,3778.8121018987777,0.0,0.0,2890.420061055416,0.0,2087.90965120249,1861.14550649246,0.0,592.7941024800568,1966.7704686379423,2461.905932412016,598.4227091242824,2362.9568385821485,0.0,0.0,0.0,0.0,0.0,0.0,403.5978422082288,1479.1224838828566,1513.0210496862417,3622.22035852179,8.461391716034086,2609.6596847876167,1108.6128971998855,2403.225152205724,0.0,745.2756082684969,731.8157024924456,0.0,449.0796583814125,2809.76937249686,431.80294352859664,2164.5070815697677,0.0,1746.6795680872299,1971.5374082858225,491.86561472436233,530.8009308534168,0.0,1339.8426216366777,0.0,485.01411005311286,1910.2001588212647,308.41641111890397,453.3603165871275,241.5121266793053,439.4328436105387,0.0,0.0,2077.207023835892,0.0,1668.9150159734904,249.5213039096884,3681.3615367241446,0.0,1945.729270253069,493.05368619884985,2022.929684882084,1360.881908630148,0.0,246.56062216054784,0.0,2636.064606969172,0.0,2344.448126775326,3691.9581657836325,4592.096466207764,1403.3553676747767,2681.6922136161056,414.726484745825,3871.3398344723237,1.5367860009228025,88.97812565186678,1880.910516031846,1740.3650188444042,2580.529465607432,1486.6482952670071,402.13926892612767
4,0.0,0.0,4253.461799324366,1370.4267823776859,1510.1478571226141,652.787132245011,1932.9116333517673,1858.04606572389,85.260184282095,651.7988249821367,0.0,0.0,0.0,2483.4464812469123,1184.3629359924726,3941.9714954313417,0.0,2862.6576229577163,0.0,2165.748495476236,4180.930518981732,0.0,0.0,2853.503480643388,0.0,2110.181789164285,1877.1248864447248,0.0,417.6894669473886,2013.8857532318461,2538.44595302179,718.2913988900606,2328.2511590086892,0.0,0.0,0.0,0.0,0.0,0.0,310.2714164320514,1525.5291385115222,1793.2907234981185,3585.4677821416867,56.639957096822855,2789.821293209102,1050.4298400496516,2575.711981942613,0.0,665.5707192207426,507.7720395069091,272.779082298139,324.8258774675836,3014.711914696829,355.4996008779948,2048.715153307906,0.0,1767.8760897121354,1806.775588580675,515.1816636295455,640.7277647418961,0.0,1127.4530213980122,0.0,494.3421862165569,1869.8584194577813,430.10317788065936,459.61854860064045,129.5676830975358,525.4424155417753,0.0,0.0,1969.5976177080602,0.0,1851.2568391261548,183.72647704125916,3625.3327028787808,0.0,1653.066747276088,495.80313956991256,2062.250698084201,1207.5665096646783,0.0,225.61433634966556,0.0,2766.672489378444,0.0,2354.4630208913577,3687.8391596010556,4430.639622451992,1442.5308718547503,2714.7935234500274,325.6983617316906,3899.293833881508,0.0,80.68624593190725,1884.1451586411833,1977.2111643355215,2573.268723738369,1513.0613209339622,357.1919259735123
5,0.0,0.0,4375.122117408253,1387.3909976894015,1558.783691821538,540.3264079407971,1957.7568250009638,1975.956489132611,473.9921924070992,686.884765274373,0.0,0.0,0.0,2191.60115478903,1151.0164267270434,4039.6281350256486,0.0,2879.4600772443055,0.0,2349.7780343162945,4445.810159620649,0.0,0.0,2824.408072939388,0.0,2100.0200762661434,1902.9116754219372,0.0,357.8767479827411,1914.5894758988572,2615.2448992789796,849.0416840584621,2333.1672448750887,0.0,0.0,0.0,0.0,0.0,0.0,260.2725315778665,1598.1250254142528,1968.675323365363,3575.398487470622,122.87266923689413,2960.555403343642,1053.6140674446679,2739.9130672647334,0.0,663.464911592423,296.78134387262696,390.73850429603567,263.42515651761914,3099.2208181269384,285.8112305405399,1931.4201163066555,124.61863098111849,1795.9239435261507,1593.4828296855433,558.9232128875295,715.8119665559759,0.0,998.7847860842714,0.0,495.2309381544246,1810.659750779876,585.8848544431595,381.51763513948345,87.7812250760594,552.4309477315498,0.0,0.0,1873.0937867975495,0.0,2044.4076650561535,198.43306241590426,3557.626201785677,323.7695101688539,1429.574423784723,418.9701047145694,2059.1562498234143,1185.8494605406838,0.0,197.07535736976274,0.0,2829.357372823079,0.0,2372.96508501295,3658.2176114828035,4300.524132950293,1421.3649502940355,2703.340176071436,222.20537351023518,3970.1930538697825,0.0,202.0197696388991,1882.4029952670353,2157.8716604364336,2436.4981610845252,1501.8383899051112,274.6850449444962
6,0.0,0.0,4394.665727821339,1491.1549501978975,1656.092984983751,631.1655356850098,2044.3382943652687,2125.517167059456,752.6378325687887,675.2571021837832,0.0,0.0,0.0,1901.6301410544875,1080.3572807176126,4086.9359890762016,0.0,2903.1980508136025,100.32341530141684,2427.4643126332526,4605.012367799537,0.0,0.0,2787.100263353768,0.0,2134.0014870054174,1813.388390891442,0.0,454.23319457219225,1846.186282159188,2652.893945508078,992.3841866860304,2263.0993406746247,0.0,0.0,0.0,0.0,0.0,0.0,322.8856865075427,1691.6874584819125,2078.995308526609,3558.294858841799,146.7579467957912,3043.4674983697123,996.1474377477447,2810.468708508294,0.0,763.4695089978464,116.10657452953706,521.0717807217745,214.95984040465078,3224.4321205507954,225.2588789409674,1874.2778467789062,250.77405343019518,1773.0946792826146,1387.2977420767415,731.8375500782248,804.4346396946669,0.0,897.8621129765241,0.0,570.3801898310742,1769.6972120408352,749.0472809991516,374.40461324893135,25.816264241348563,589.6973878229212,0.0,0.0,1827.4378861186044,0.0,2276.4108946921933,244.40682858234277,3488.5425241951802,657.0108487571388,1346.1839513970092,359.0343719484275,2071.991009357391,1179.4216250932877,0.0,217.38828816884416,0.0,2881.4846889481964,0.0,2356.8872561856115,3547.6802486491415,4189.114372449154,1378.5610602851568,2698.1218142425337,188.21000346640972,4013.879908335935,0.0,325.59480969896015,1822.2555676358031,2310.748434687799,2186.6154192411564,1478.2149820195132,259.9560151651035
7,0.0,0.0,4431.530872893916,1614.4531638425433,1693.6264913255268,730.3016764110523,2134.870938992057,2245.199247080317,867.3894698408108,657.0989366483993,0.0,0.0,0.0,1743.2658346456626,937.4216149339092,4098.291355320485,78.13991511689846,2962.7100595718916,237.38157133289315,2436.675289447932,4740.755655986851,0.0,29.704337815042663,2868.773768677943,0.0,2225.0851093750525,1750.0867187515128,0.0,658.5619279518041,1755.8842283297051,2756.704993972364,1042.7926004349983,2150.418700201241,0.0,0.0,0.0,36.73731779595073,0.0,0.0,530.0442537601288,1768.5693459061692,2172.229211264822,3536.6145676671426,59.16282237076757,3130.3040339673767,901.8749269979767,2875.4391980424734,0.0,944.7709454738488,0.0,728.418682435162,165.28926550669894,3293.1860293427662,193.5194189101103,1823.2600279508333,375.04220686209214,1617.6198945554124,1323.445048178059,1056.798403744505,883.2836282597896,0.0,770.7933376413396,271.7618864575629,608.9929106988213,1702.4711658625329,945.467545245519,357.65281236143164,0.0,637.9539563995163,109.90671983353855,0.0,1872.2523413969457,243.81389397678163,2440.502475023445,313.21826278806975,3519.9327466403543,939.0100104779722,1352.3567980119344,340.2116722845451,2104.8801346599553,1112.7475743279888,0.0,257.9518305406567,0.0,3022.95234354811,0.0,2299.4619672023814,3367.2621173939783,4088.2791928378965,1478.4896109566794,2703.965412633076,205.78897501027882,3985.757441354196,0.0,337.5971460616347,1756.4236027656727,2458.579276124865,1928.6580411121995,1433.5933821958886,275.1038133127129
8,0.0,0.0,4505.171159340889,1595.1626794909969,1674.2940862209493,735.902713751788,2079.3116157664667,2253.4461409329147,845.081843605389,649.6043591486225,0.0,0.0,0.0,1717.4014959955477,866.2926759259358,4146.663899176934,180.6454148816431,3089.1861273334944,342.43404702303314,2344.7170442721163,4888.933510650493,0.0,78.64929641176923,2981.3461904917153,0.0,2218.4558300522062,1734.388573548763,76.74056079264915,891.4606888810241,1642.2244373234912,2861.8652034058578,1057.5770424088191,1992.5224738173652,0.0,0.0,0.0,133.50167019590504,0.0,0.0,782.3030216024503,1763.8323423173347,2241.756137005735,3610.8288378313205,0.0,3232.981690445098,909.3175403168797,3008.9499389471584,0.0,1079.9587269861736,0.0,911.830075556769,189.27250501197273,3350.233588787257,152.63459083183147,1742.248596288548,563.7087375844094,1424.8720174534028,1324.8226284728098,1364.0724079937347,878.5715193570982,0.0,654.8669721510786,551.6261926584995,747.5927636644309,1589.7121694841453,1165.945145480593,334.9962549134664,0.0,696.3242834305136,303.79879876052973,0.0,1958.398984310009,525.4187272382303,2472.6304789413975,390.2992874789867,3551.0739783209624,1253.7901062862775,1315.0237999774126,302.97891197043793,2136.3886958531316,1102.816126951118,0.0,283.22982532562946,0.0,3247.955063034502,0.0,2262.558692987035,3203.005308572368,4020.417720737967,1600.2468589831344,2721.9234207041654,257.2445374031246,3893.2739395853905,0.0,295.93582124509703,1820.341256012009,2495.9015051083716,1667.9557660668427,1475.5141003656713,394.8419066528203
9,0.0,0.0,4565.354125599499,1609.342469127023,1688.9741521818264,634.8478007957731,1999.0820831535186,2183.8117111386223,737.5858598663976,731.724723586274,0.0,0.0,11.994002541610826,1722.719354126261,823.5403331366226,4284.881081332038,207.87189976349987,3150.3066245919003,397.17788582843104,2147.4358822066824,5037.061084332239,0.0,124.2637520509445,3051.752058101142,0.0,2169.4233861714,1741.3831045392421,213.43423194367142,1079.0847303418786,1557.203862430182,2980.7996383244295,1169.903532644324,1849.7349550144293,0.0,0.0,0.0,196.3515337757467,0.0,0.0,971.1119986681267,1689.4161038567543,2202.892987178846,3779.1952722321753,0.0,3259.269909227047,1090.23119208149,3127.113165670486,0.0,1182.5430253306458,0.0,1054.6189831791926,157.54296524008328,3448.5296094120436,67.1870666872012,1636.6881079603859,682.9346806519379,1253.4737367987564,1316.7097502918698,1621.480966842859,781.161255544428,0.0,554.9576864145353,806.5881690268842,923.3591628363218,1548.3449970147806,1279.7276843764334,306.14957830799256,0.0,774.743618668831,487.9452669991697,0.0,2083.142435306852,774.2128686686194,2344.343883805249,417.5227325789348,3630.6460657130683,1494.40807322642,1266.5216685611408,327.0052286666951,2154.6082135545703,1170.5945301051106,0.0,269.36645690301145,0.0,3467.5295843043705,0.0,2151.270789256134,3040.9437033926824,3938.726323916853,1661.2371322091572,2681.5800261034256,324.93991855122795,3815.974064838138,0.0,207.53152414440456,1951.6493480740137,2341.97483273508,1319.3571012618831,1545.337826937134,574.0070536542484
10,0.0,0.0,4497.958045745627,1678.9579961408533,1782.1194679760774,558.4208577777479,1970.9489497678305,2091.0691099692153,629.4658007640767,996.0901685523763,0.0,0.0,147.5144248907195,1686.2639377262358,740.3936380840498,4317.139114751262,143.7244463430875,3137.920839989343,503.96067574105336,2007.0724848367431,5122.809037903484,0.0,158.02023387998088,3147.689745272376,0.0,2142.6529785797584,1791.1255673072537,277.0165587332792,1116.14171428733,1491.8019707188873,3133.9674440820218,1318.5895393773412,1797.4756685350517,0.0,0.0,20.94884494089456,255.95106995689218,0.0,0.0,1115.9049951272584,1578.6700005773673,2021.7314253441705,3879.6506113264054,0.0,3194.4258524214974,1330.3969211766346,3190.6959977712922,0.0,1257.1313649102788,0.0,1227.7618289971306,163.0896301775815,3613.627452668154,0.0,1501.7802211014648,740.6429728155877,1188.7433666864554,1303.6464127323748,1791.3274527379197,646.8522894830046,0.0,535.0342789634607,1038.2754840396778,1101.339480087093,1562.8270020190073,1352.3202021357906,366.71877770887477,0.0,815.7268664613532,617.9277236352254,0.0,2163.8994362564363,964.683217350813,2197.383338022485,463.9419435852841,3814.7977015674223,1644.8531147507108,1315.7901732277553,406.18281601774754,2054.5878342034284,1257.1738064197973,0.0,230.07010872397836,0.0,3640.1010166489377,0.0,1999.4403139298672,2942.846866557579,3883.043484753199,1673.0145070789495,2688.5908731255863,492.42344557976276,3785.6369528288997,0.0,105.6189300016988,2075.3279275352525,2188.1193994241303,949.7155037494854,1579.3461312762124,718.801515907705
11,0.0,0.0,4359.489706647667,1670.4541557193086,1926.4051004027403,506.5612024799145,1975.7447149327886,2075.958993418786,571.8798460174909,1242.6454187048346,0.0,0.0,331.6178523198538,1612.3908664517996,679.5427953222024,4319.29071141854,59.36758667198819,3083.870246000761,579.1010437234468,2011.473929562143,5158.95324607938,0.0,196.43769070993608,3288.2380279044037,0.0,2087.9517625843696,1831.4020540965669,373.1006328589431,1071.2733081632762,1529.027628999741,3327.8035606172743,1413.8935051647136,1739.7681624089926,0.0,0.0,82.72829954756685,256.8503694127892,0.0,3.0886831191244255,1249.717068059557,1475.1573064546217,1826.780908725198,3975.342930061055,0.0,3095.6152739885792,1528.2760801853995,3198.53600298507,0.0,1379.4915317951998,76.52138514291005,1403.4201884536992,203.70951654958367,3736.180472462667,0.0,1326.5583562038596,725.7677144799359,1208.1358769196943,1314.6091516203012,1943.3438285376076,501.95356459696393,0.0,516.658131644278,1291.4298264037957,1193.0889075094303,1605.9410219157169,1387.1050153747747,450.33792012050833,0.0,892.2409458789148,665.5415609071734,0.0,2208.899945139399,990.9528515937611,1987.3211279050151,528.351189950776,3980.1439640079557,1803.5717758093274,1383.3464993775137,561.5982067260768,1855.774723822487,1363.9666787030444,0.0,234.77353119272038,0.0,3841.844871400044,0.0,1877.7019589406013,2912.506542571955,3890.025715581484,1625.0799516876177,2687.926144925038,754.2297774873117,3868.8790902513365,0.0,74.50478609185598,2098.2542592520686,2108.763545614229,696.5071127063995,1569.2487374632083,798.4065871765561
12,0.0,0.0,4334.745876152835,1572.3007671433134,2046.015234055791,519.6525009566703,2005.083121328712,2052.32026134213,510.08561658595454,1399.8228658928315,0.0,0.0,479.8611987665805,1561.9291923089506,629.35533003686,4328.272808076558,54.8471338099539,2996.1966527398513,477.3884870222586,2112.5468839441914,5205.4134728694125,0.0,336.70382905458223,3294.370194885946,0.0,1972.8967452490238,1896.609378542667,515.5849221105794,999.4887597097905,1638.262988252991,3381.545055503243,1456.9457155675443,1663.7764102669141,0.0,0.0,142.57645532199626,247.83725490953657,0.0,130.32606624719824,1357.9040509606975,1391.1102312448425,1606.8917269085075,4090.325182978311,0.0,2966.299713318444,1618.2756424549395,3096.6226603513246,0.0,1481.455068280012,300.3197743969314,1481.2353290412966,296.94157713651407,3760.0725072919804,0.0,1182.2922647949488,583.620215964896,1302.6297899277647,1311.4963343590334,2018.6775114877826,383.41916125453065,0.0,554.9460558385007,1506.1374218009257,1213.7584364408062,1529.7280765962655,1356.3494705446083,523.431707354453,0.0,901.5167978137104,798.7139738779689,0.0,2147.526431299437,957.4654315448101,1743.5500773691024,589.5704088854293,4075.8603901823058,1969.5950716368463,1505.8218330145203,624.901257253141,1671.1714483868104,1423.287558630511,0.0,309.9502664639856,0.0,4031.0252799566006,0.0,1748.0664172239497,2817.259884532548,3966.902317544166,1475.2136141511173,2658.5301243768263,941.931611466278,3987.008137307572,0.0,43.25425745997654,2117.5406696509326,2091.5895931367686,605.0102318983946,1607.6494996028669,876.7179830661612
13,0.0,42.630080320205934,4359.620973693347,1486.3350308253157,2170.645768258024,526.1054729721578,2108.290747880826,1964.6963726842444,361.4031273399694,1484.8609957687652,0.0,0.0,581.9376112108213,1478.8722431873323,541.2920229294477,4368.886838713302,64.65165383738326,2964.438191117824,229.71823294845763,2098.1525731288953,5260.6715759064355,0.0,419.64614383791036,3170.3598573761383,0.0,1829.7172420472975,2032.2369969676752,690.2993522146971,929.9895577160435,1763.1646167023948,3404.913509354709,1383.8945926197168,1476.6252702746528,0.0,0.0,211.14974840220157,213.9941673751107,0.0,311.2619198879926,1449.4193190011185,1252.5916005260844,1390.1067288268764,4137.629879407457,0.0,2827.6851787407404,1682.2270986251488,3045.167294820276,0.0,1540.3619914654796,520.2800870956436,1482.7166115128223,434.4830627358567,3793.4815219113098,0.0,1160.7582443588437,376.71826719131786,1330.8529652970096,1288.1975518586296,2012.6877833093822,308.2935894598162,0.0,583.1505137303328,1712.3130335771907,1268.2653766311096,1345.5135146493365,1360.4410252186585,539.9365661680232,0.0,806.8439080614883,984.1899558189599,0.0,2118.6728109981623,1040.1957123387936,1523.3500466790863,678.262393941619,4076.290681283518,2236.2593610010263,1703.6730860684452,619.8746089150915,1476.0569490171308,1461.7690585940109,0.0,428.37463412594,0.0,4191.511246915921,0.0,1595.408873749424,2630.170278667884,4070.757993661539,1331.524474136857,2596.4488418665806,1000.3137269052879,4034.39808692528,0.0,65.67508916718862,2188.4234660162456,2037.2166123504367,525.347426032608,1588.7938309187366,979.6637036636889
14,0.0,191.19360021495322,4424.449815146566,1647.390838406845,2277.4048920251043,522.308053930039,2198.0300044213054,1774.1746543936613,94.31579922195942,1619.4324170891825,0.0,0.0,716.0413253021499,1407.0277948621845,446.43898478810263,4298.400405118955,79.88370897827099,2951.7434583490676,4.547287313069546,1957.1578826471286,5136.539981260398,0.0,515.6912402399138,3033.0074620448836,0.0,1664.0204128132336,2229.367558262741,994.7546506536736,863.4697257460405,1911.824528286717,3410.03682062606,1274.8343066543266,1186.822277588621,0.0,0.0,166.67781679110908,228.38586687005454,0.0,531.4568824454872,1664.0956253334587,1088.4677730646476,1159.4387006494258,4111.425456504728,0.0,2764.871688825984,1706.7520878258204,2941.836361418652,0.0,1686.8650333647101,749.8215933517545,1615.3781484789085,437.4901949396152,3831.5429785705805,0.0,1233.4886118091808,246.9607404547669,1209.7396717152437,1264.011495130362,1924.3722359850785,281.95511925827475,0.0,637.5793117214662,1847.1518414747957,1293.7175944690694,1226.1646435482653,1417.948297826897,462.8636768218346,0.0,630.075215907994,1173.1592846557846,0.0,2120.049340791862,1271.580903080599,1380.7857497509508,782.1711587861639,4108.976010549144,2532.5098985085206,1928.8787561083436,660.7380891733137,1326.463493519446,1501.4862628276746,0.0,448.2917076177829,0.0,4323.857770253584,0.0,1555.157974668608,2437.679240293648,4259.094935772281,1198.4398591751549,2512.584727667414,1013.9375748904895,4089.52905583387,0.0,118.26592981731574,2300.1603228767253,2014.8107117036386,354.3264238283215,1414.881692176838,1014.5334033188561
15,0.0,472.718148917829,4377.878256733924,1743.3327055873467,2360.5348444306474,505.22897079523045,2277.613450599267,1670.2707836938414,0.0,1702.7363176318304,0.0,0.0,906.6015350851443,1380.9106443233675,332.0130670039491,4189.536644388692,181.31309662630997,2848.767662027842,0.0,1791.8805784961792,4929.091499294034,0.0,688.6695952279758,2905.4822653903348,62.2253352136363,1445.8088718251197,2373.9540914191894,1354.4585878983353,803.9147162486777,2035.7570725043643,3444.4550290563384,1167.763396858568,975.6435960065339,0.0,0.0,47.1723621373651,275.8314333327852,0.0,664.0717127399396,1982.3281888703852,1000.6745371498278,914.0393770467206,3992.931021015433,0.0,2759.8976239587173,1585.7033155615588,2814.1410141333577,0.0,1818.6819975739386,991.0813836394738,1850.2400562390899,413.79857494502755,3867.4652417454345,0.0,1403.7722923514566,209.3342803892399,1054.7927730795366,1211.2477027732705,1918.9233672285898,380.40164287912035,0.0,649.6041435113069,1963.2908187598368,1251.4456259434812,1127.7998257948848,1398.0211081302946,348.91630025819256,0.0,491.99090290812296,1397.6805696728597,0.0,2144.0967590251,1588.8620006012493,1179.2009794776757,934.7863086787099,4169.0644667807355,2760.2127051274074,2189.3050303900186,646.412897731799,1310.049817442406,1548.5561200371235,0.0,357.67944855707583,0.0,4437.672332888722,0.0,1518.918685665015,2227.6949759546515,4511.249836607958,1152.7155566957338,2399.6018236802365,1036.1950099985797,4191.6627328191225,0.0,153.52036941568826,2375.2913243390185,1992.202874934323,107.56564686673141,1195.627674031057,1073.1398955075488
16,0.0,748.9620921292275,4322.943265669837,1714.4979650828263,2363.43910346802,425.57876496676045,2280.6312812881683,1541.545633411852,0.0,1772.3503499429578,0.0,0.0,1081.9021197370237,1379.467672243246,171.2328786983669,4031.6821796647305,285.45011240545534,2833.2397662370404,0.0,1711.1935683474455,4837.81142779764,0.0,930.3083305792677,2788.1029327433926,127.77996184630251,1180.3009563024968,2419.4776464869947,1609.3658883498072,675.2135918024937,2109.3506701224806,3377.1210693888174,1126.178885689235,800.9296266673426,0.0,15.6410362003096,0.0,290.12489718549705,0.0,805.0757858287654,2262.9170458512663,975.6473242142416,749.6355873243413,3909.2151096561547,0.0,2797.8129103463675,1363.118722699119,2606.583252937143,0.0,1871.385572308663,1122.4359585995508,2083.4943231927546,593.3882481813496,3928.8351831944947,0.0,1529.4312786451283,202.33713320232528,921.8445314911635,1203.203049546452,1943.1299448389118,492.0251354948964,0.0,712.7445996650704,2111.371221574541,1207.9717122795903,1038.0830866213253,1310.048038583282,201.80847067452373,0.0,373.1073421791274,1682.8714924029061,45.15750894287521,2161.964510729543,1841.9723667275384,969.0210192499256,1114.2967316363179,4308.030434462669,3001.2390607556936,2440.081581604898,709.7989886635745,1441.2146714951298,1587.7160627575165,0.0,308.3730022470901,0.0,4514.392915650398,0.0,1475.2389584300895,2068.9677909694815,4747.1858993688475,1149.594223323607,2241.1778436019517,970.919640436256,4345.221488451101,0.0,84.4472094761536,2552.767124359333,1998.979930588355,0.0,1068.3296634635992,1245.8370204926664
17,0.0,958.4113509563331,4324.907610109649,1654.3089181120304,2310.005789204729,315.89086742740074,2179.755637131555,1344.1910363746338,0.0,1832.1154980287974,0.0,0.0,1285.3109422984821,1470.5597995122773,0.0,3892.8956080776397,435.3738194015882,2848.0049406440685,0.0,1687.5487098815643,4812.697591037662,0.0,1126.6392266483624,2786.397497774763,46.153376408368786,964.5790347034367,2494.5301287038483,1717.2757688741638,469.7739020343247,2081.9685230689975,3380.014489907057,1047.9468261840045,627.6143728314087,0.0,107.28606641773081,97.46073031964897,256.7280436188755,0.0,934.8769959484905,2492.502750824211,844.8599437032581,610.1211927907592,3842.1218227982035,0.0,2749.573043366115,1157.8034772042822,2324.376082957852,0.0,1808.210489834155,1255.955359685486,2228.719682078915,916.3592877090114,3998.250130719883,0.0,1590.072803265504,161.8376190500278,803.4102334594143,1132.8850347087339,2035.8521995489468,620.7344101860243,0.0,812.1396684256806,2173.9976350139627,1121.7939778340747,986.1791222206118,1168.5781122388325,80.79892619188172,0.0,261.8287167872412,1905.9457119186154,104.36358342703898,2116.8295295830944,2024.1725378194442,816.9946096027907,1240.5499272398065,4429.432417150783,3283.9283842412733,2679.13091482404,850.0486505608715,1577.870922213478,1634.8121251028933,0.0,370.55162607287843,0.0,4582.926131054575,0.0,1507.3093110895961,2062.5367419923195,4898.72966094241,1210.0574812665227,2095.7357437334686,825.8210174694988,4353.320270940863,106.94238172683913,0.0,2810.1264180577637,1987.812085633248,0.0,1016.0123555019233,1477.9410701608099
18,0.0,1101.880063895575,4293.932433279801,1559.9583777501966,2170.971198422074,233.3831955092885,2049.1379140228983,1098.424683425326,0.0,1880.6768401652555,0.0,0.0,1497.8737226990431,1619.4351244100817,0.0,3711.1426293622903,571.2004509086092,2779.440499722897,0.0,1665.2273244636958,4841.082407509213,0.0,1328.2064608391224,2844.7255204468074,51.303339173527775,815.7845828948264,2676.6860561316744,1784.1972644395078,306.0799030910556,2072.1138719283163,3525.5266533959916,1008.037266607888,429.9049595556148,0.0,136.70589687524466,260.30324623992965,163.38810015485774,0.0,1069.0558651043762,2749.7307903608644,660.7119785291055,464.1721484272184,3743.3678991377283,0.0,2491.378824203701,1013.9137742698069,2083.2876534801135,0.0,1676.6372621280232,1444.14371179463,2333.1213787595852,1059.9424050525877,4102.5198361392995,0.0,1579.0135086533742,156.50310061247865,703.8213665710165,953.303769573851,2110.3956909973726,837.7255932811163,0.0,829.4318269137707,2256.686035540211,1048.2188900398683,940.2153166156218,1029.993725661026,0.0,0.0,223.1589825675576,2092.332108918195,86.98676703280421,2007.2592469200804,2050.4503360808735,715.237774842602,1284.6740401961981,4511.460787451051,3582.1463338113513,2834.601329514426,974.4005057458189,1732.904610257606,1655.8177128377527,0.0,408.2447915787627,0.0,4625.422199931015,0.0,1546.1078351007286,2103.33649720824,5001.299458948135,1327.7052971841304,2042.061213286117,724.1941878016703,4302.661912884595,266.9914290326709,0.0,3040.0682327238765,1852.8429760660497,0.0,970.842449265489,1544.9797173590134
19,0.0,1132.876512944934,4277.44332392244,1486.4799722219364,2002.8552609016624,154.7063003365397,1954.7676092988195,871.5817552001098,0.0,1930.8253754517195,0.0,0.0,1673.8288933517417,1841.1917460296902,99.91106426966871,3471.7864394509843,624.1022809351858,2621.595773303941,0.0,1575.860263507011,4806.7199520840895,0.0,1409.042963235758,2887.0843843893995,117.59750073526106,725.6130126615491,2862.9553436953856,1892.6993025596503,168.39086208124104,2132.5655318739437,3659.0495610112944,993.0970910873032,312.7643196090554,0.0,125.3213505464139,304.5555651095166,107.03656036484654,0.0,1286.2031169141894,2998.3895593248963,468.37469701245175,391.37674286536173,3754.6058579162436,0.0,2367.011443903556,918.9501374515792,1992.412237941061,0.0,1482.3433659592692,1651.4519990940505,2404.1212436962774,1144.298488790551,4150.611703025021,0.0,1424.1843229437193,274.6713509039288,498.08246908397655,757.7595821400236,2158.4356206652283,1135.6241189346606,0.0,806.0628711419877,2322.294259275207,939.0439936182083,871.2061523688226,876.9272084678827,0.0,0.0,228.28396652173046,2271.8510490336166,0.0,1809.438655708048,1963.8297986117752,569.9304354985679,1237.6079420356573,4647.5534178149765,3880.5399732838205,2952.670611117842,1011.3778869058144,1835.1913831173479,1815.0090801555516,0.0,411.7884240719809,0.0,4621.699220865954,0.0,1594.540570457738,2207.045436309766,5132.848981282362,1458.4918755688059,2026.1855514662375,721.9431693573928,4231.894590752141,516.3544110863892,0.0,3194.5813380105938,1664.2450516524118,0.0,898.3285088139347,1492.648879149931
