set_number,combine objective,solar objective,wind objective,ratio
1,67.623,0.715,66.67,1.0
2,60.185,0.744,59.202,1.0
3,64.476,0.722,63.595,1.0
4,64.503,0.71,63.616,1.0
5,53.797,0.733,52.688,1.01
6,62.025,0.727,60.982,1.01
7,60.344,0.713,59.319,1.01
8,77.583,0.729,76.486,1.0
9,53.423,0.718,52.256,1.01
10,59.698,0.731,58.627,1.01
