set_number,combine objective,solar objective,wind objective,ratio
1,14.003,13.78,0.083,1.01
2,14.555,14.29,0.083,1.01
3,14.358,14.041,0.084,1.02
4,14.332,14.193,0.082,1.0
5,13.934,13.777,0.083,1.01
6,14.539,14.334,0.083,1.01
7,13.847,13.614,0.08,1.01
8,14.775,14.529,0.079,1.01
9,14.432,14.235,0.083,1.01
10,14.134,13.941,0.085,1.01
