set_number,combine objective,solar objective,wind objective,ratio
1,403.448,65.548,313.307,1.06
2,310.494,64.546,211.332,1.13
3,322.706,66.799,221.07,1.12
4,324.106,64.68,234.028,1.09
5,292.698,62.466,208.349,1.08
6,314.869,66.848,225.477,1.08
7,341.263,68.068,249.534,1.07
8,389.525,64.29,283.522,1.12
9,330.883,68.118,230.347,1.11
10,340.945,63.776,252.775,1.08
