set_number,combine objective,solar objective,wind objective,ratio
1,77.497,0.052,77.392,1.0
2,75.023,0.054,74.928,1.0
3,78.895,0.055,78.776,1.0
4,78.132,0.058,78.03,1.0
5,80.924,0.055,80.824,1.0
6,78.08,0.051,77.967,1.0
7,89.445,0.054,89.339,1.0
8,79.67,0.058,79.569,1.0
9,105.143,0.051,105.05,1.0
10,81.763,0.052,81.657,1.0
