set_number,combine objective,solar objective,wind objective,ratio
1,57.815,52.591,1.824,1.06
2,60.569,54.953,1.846,1.07
3,59.286,53.71,1.807,1.07
4,57.552,53.888,2.006,1.03
5,59.518,55.067,1.78,1.05
6,57.64,52.386,1.789,1.06
7,57.472,53.281,1.732,1.04
8,58.546,52.948,1.707,1.07
9,61.024,55.475,1.855,1.06
10,57.913,52.861,1.865,1.06
