set_number,combine objective,solar objective,wind objective,ratio
1,49.016,0.496,48.196,1.01
2,58.649,0.461,58.045,1.0
3,40.324,0.473,39.462,1.01
4,38.366,0.457,37.483,1.01
5,54.88,0.478,54.025,1.01
6,49.426,0.478,48.618,1.01
7,61.313,0.481,60.548,1.0
8,39.414,0.474,38.451,1.01
9,45.585,0.495,44.833,1.01
10,42.277,0.47,41.409,1.01
