set_number,combine objective,solar objective,wind objective,ratio
1,112.448,5.377,102.018,1.05
2,117.55,5.519,106.745,1.05
3,108.282,5.489,97.522,1.05
4,109.048,5.503,98.883,1.04
5,112.544,5.555,101.441,1.05
6,105.791,5.318,95.811,1.05
7,107.095,5.422,97.359,1.04
8,105.015,5.509,94.987,1.04
9,106.259,5.562,96.562,1.04
10,115.194,5.536,103.332,1.06
