set_number,combine objective,solar objective,wind objective,ratio
1,9.685,0.258,9.131,1.03
2,9.377,0.251,8.77,1.04
3,9.287,0.238,8.776,1.03
4,9.565,0.249,9.011,1.03
5,9.008,0.243,8.542,1.03
6,9.76,0.239,9.177,1.04
7,9.654,0.243,9.047,1.04
8,9.223,0.236,8.71,1.03
9,9.202,0.246,8.731,1.03
10,9.136,0.238,8.533,1.04
