set_number,combine objective,solar objective,wind objective,ratio
1,5436.577,2842.771,1706.533,1.2
2,5085.724,2809.021,1368.952,1.22
3,5246.723,2812.025,1489.117,1.22
4,5278.99,2900.951,1410.082,1.22
5,6007.746,2869.593,2161.102,1.19
6,5261.564,2839.311,1445.71,1.23
7,5282.424,2854.53,1383.891,1.25
8,6157.866,2811.081,2467.83,1.17
9,5579.103,2964.309,1843.752,1.16
10,5600.543,2880.915,1711.375,1.22
