set_number,combine objective,solar objective,wind objective,ratio
1,30.554,0.401,29.585,1.02
2,31.733,0.392,30.862,1.02
3,30.668,0.394,29.969,1.01
4,30.084,0.366,29.441,1.01
5,30.824,0.405,30.09,1.01
6,31.072,0.401,30.233,1.01
7,31.374,0.414,30.626,1.01
8,30.102,0.388,29.339,1.01
9,30.933,0.403,30.075,1.01
10,31.185,0.401,30.464,1.01
